window,arm,station_m,n,cte_median,cte_q25,cte_q75,course_median_deg
2084,slipack-k0,23.0,10,-0.03211,-0.09489,0.05244,0.0212
2084,slipack-k0,24.0,10,-0.04759,-0.08634,0.0604,-0.1294
2084,slipack-k0,25.0,10,-0.06391,-0.09817,0.06827,-0.0784
2084,slipack-k0,26.0,10,-0.07836,-0.11743,0.07528,0.1571
2084,slipack-k0,27.0,10,-0.07966,-0.12603,0.07564,0.1148
2084,slipack-k0,28.0,10,-0.07299,-0.12878,0.07212,-0.0608
2084,slipack-k0,29.0,10,-0.06056,-0.12704,0.07058,-0.3622
2084,slipack-k0,30.0,10,-0.03797,-0.11322,0.07589,-0.1527
2084,slipack-k0,31.0,10,-0.00251,-0.0906,0.0904,0.4481
2084,slipack-k0,32.0,10,0.05219,-0.04642,0.11428,1.2684
2084,slipack-k0,33.0,10,0.09986,-0.00557,0.13071,1.4654
2084,slipack-k0,34.0,10,0.07988,-0.00414,0.10837,1.8444
2084,slipack-k0,35.0,10,0.04698,-0.02523,0.07187,2.116
2084,slipack-k0,36.0,10,0.00439,-0.0648,0.03593,2.3737
2084,slipack-k0,37.0,10,-0.04418,-0.10863,0.00615,2.1687
2084,slipack-k0,38.0,10,-0.07827,-0.14165,-0.03019,1.7716
2084,slipack-k0,39.0,10,-0.10552,-0.1685,-0.06537,0.892
2084,slipack-k0,40.0,10,-0.13192,-0.18524,-0.08282,0.119
2084,slipack-k0,41.0,10,-0.16062,-0.20379,-0.11915,-1.2615
2084,slipack-k0,42.0,10,-0.2127,-0.24078,-0.16263,-1.8949
2084,slipack-k0,43.0,10,-0.22498,-0.25318,-0.17577,-1.5587
2084,slipack-k0,44.0,10,-0.20529,-0.25373,-0.17576,-1.1133
2084,slipack-k0,45.0,10,-0.18376,-0.23012,-0.16767,-1.0041
2084,slipack-k0,46.0,10,-0.173,-0.19894,-0.15233,-1.0337
2084,slipack-k0,47.0,10,-0.15757,-0.17663,-0.13489,-1.0081
2084,slipack-k0,48.0,10,-0.13678,-0.15937,-0.11401,-1.1105
2084,slipack-k0,49.0,10,-0.11764,-0.12973,-0.09168,-1.1055
2084,slipack-k0,50.0,10,-0.09643,-0.11487,-0.0771,-0.9426
2084,slipack-k0,51.0,10,-0.07877,-0.1132,-0.05369,-0.5159
2084,slipack-k0,52.0,10,-0.07141,-0.10955,-0.0242,-0.6609
2084,slipack-k0,53.0,10,-0.05813,-0.09586,-0.00303,-1.0769
2084,slipack-k0,54.0,10,-0.03907,-0.0812,0.01707,-1.1533
2084,slipack-k0,55.0,10,-0.01337,-0.05834,0.03104,-0.9174
2084,slipack-k0,56.0,10,0.01097,-0.03603,0.03889,-0.4163
2084,slipack-k0,57.0,10,0.03164,-0.01812,0.04303,-0.1139
2084,slipack-k0,58.0,10,0.03807,-0.00456,0.06487,-0.1898
2084,slipack-kfix,16.0,10,0.00676,-0.06584,0.04031,0.1171
2084,slipack-kfix,17.0,10,0.00787,-0.06957,0.03834,0.1728
2084,slipack-kfix,18.0,10,0.00839,-0.07135,0.03325,0.3575
2084,slipack-kfix,19.0,10,0.00207,-0.08114,0.02714,0.3465
2084,slipack-kfix,20.0,10,-0.00395,-0.09606,0.01661,0.3146
2084,slipack-kfix,21.0,10,-0.00986,-0.11492,0.02822,0.3368
2084,slipack-kfix,22.0,10,-0.02144,-0.10881,0.04411,0.3154
2084,slipack-kfix,23.0,10,-0.03666,-0.09191,0.05409,0.0458
2084,slipack-kfix,24.0,10,-0.04984,-0.08305,0.06234,-0.0834
2084,slipack-kfix,25.0,10,-0.06534,-0.09945,0.07008,-0.1609
2084,slipack-kfix,26.0,10,-0.07645,-0.12075,0.07623,0.1094
2084,slipack-kfix,27.0,10,-0.07803,-0.12954,0.07583,0.1323
2084,slipack-kfix,28.0,10,-0.07186,-0.1316,0.0711,-0.0702
2084,slipack-kfix,29.0,10,-0.05955,-0.12367,0.06837,-0.3863
2084,slipack-kfix,30.0,10,-0.03653,-0.10886,0.07279,-0.0854
2084,slipack-kfix,31.0,10,0.00026,-0.0891,0.08889,0.434
2084,slipack-kfix,32.0,10,0.05668,-0.04281,0.11218,1.2172
2084,slipack-kfix,33.0,10,0.10671,0.00098,0.1291,1.274
2084,slipack-kfix,34.0,10,0.08541,0.00489,0.11344,1.5638
2084,slipack-kfix,35.0,10,0.05925,-0.01208,0.08781,1.6445
2084,slipack-kfix,36.0,10,0.02728,-0.03648,0.06561,1.6235
2084,slipack-kfix,37.0,10,-0.00691,-0.06516,0.04979,1.2784
2084,slipack-kfix,38.0,10,-0.02284,-0.08397,0.02567,0.8004
2084,slipack-kfix,39.0,10,-0.03363,-0.09527,0.00095,-0.0302
2084,slipack-kfix,40.0,10,-0.04189,-0.09787,-0.00205,-0.7714
2084,slipack-kfix,41.0,10,-0.06015,-0.09636,-0.0204,-2.3018
2084,slipack-kfix,42.0,10,-0.09314,-0.12368,-0.04254,-3.095
2084,slipack-kfix,43.0,10,-0.08095,-0.10647,-0.03234,-2.8587
2084,slipack-kfix,44.0,10,-0.04057,-0.09126,-0.01021,-2.192
2084,slipack-kfix,45.0,10,-0.00401,-0.05151,0.0114,-1.5119
2084,slipack-kfix,46.0,10,0.0149,-0.01883,0.03211,-0.9864
2084,slipack-kfix,47.0,10,0.02083,-0.00149,0.04545,-0.4849
2084,slipack-kfix,48.0,10,0.0315,0.01025,0.05186,-0.1865
2084,slipack-kfix,49.0,10,0.03247,0.02272,0.05704,0.0092
2084,slipack-kfix,50.0,10,0.03444,0.01437,0.05116,0.2649
2084,slipack-kfix,51.0,10,0.02923,-0.00397,0.05932,0.6599
2084,slipack-kfix,52.0,10,0.01757,-0.01767,0.06652,0.4863
2084,slipack-kfix,53.0,10,0.01133,-0.02682,0.07162,-0.1614
2084,slipack-kfix,54.0,10,0.017,-0.02405,0.07746,-0.4604
2084,slipack-kfix,55.0,10,0.0292,-0.01141,0.08069,-0.3648
2084,slipack-kfix,56.0,10,0.04455,0.00344,0.07994,0.0061
2084,slipack-kfix,57.0,10,0.06543,0.01395,0.07514,0.3145
2084,slipack-kfix,58.0,10,0.06526,0.02303,0.0931,0.129
2084,slipack-truth,16.0,10,9e-05,-0.00048,0.0055,-0.0026
2084,slipack-truth,17.0,10,-8e-05,-0.00062,0.00506,0.0126
2084,slipack-truth,18.0,10,5e-05,-0.0006,0.0053,-0.0223
2084,slipack-truth,19.0,10,0.0003,-0.00021,0.0056,0.0063
2084,slipack-truth,20.0,10,4e-05,-0.00032,0.0052,0.0017
2084,slipack-truth,21.0,10,0.0002,-0.00025,0.00519,-0.0175
2084,slipack-truth,22.0,10,8e-05,-0.00013,0.00517,0.0141
2084,slipack-truth,23.0,10,0.00013,-0.00026,0.00539,-0.0193
2084,slipack-truth,24.0,10,0.00014,-3e-05,0.0052,0.0013
2084,slipack-truth,25.0,10,-7e-05,-0.00037,0.00477,0.01
2084,slipack-truth,26.0,10,-7e-05,-0.0004,0.00503,-0.0105
2084,slipack-truth,27.0,10,8e-05,1e-05,0.00517,0.0096
2084,slipack-truth,28.0,10,-8e-05,-0.00023,0.00477,0.0039
2084,slipack-truth,29.0,10,-8e-05,-0.00041,0.00486,0.0055
2084,slipack-truth,30.0,10,0.00033,7e-05,0.00534,0.4016
2084,slipack-truth,31.0,10,0.00877,0.00836,0.01428,1.2574
2084,slipack-truth,32.0,10,0.03527,0.03484,0.04077,2.1375
2084,slipack-truth,33.0,10,0.05927,0.05909,0.06228,2.1877
2084,slipack-truth,34.0,10,0.03907,0.03749,0.04445,1.8607
2084,slipack-truth,35.0,10,0.01858,0.01495,0.022,1.358
2084,slipack-truth,36.0,10,0.00235,-0.00074,0.00345,1.1621
2084,slipack-truth,37.0,10,-0.01809,-0.02119,-0.01678,0.8375
2084,slipack-truth,38.0,10,-0.02859,-0.03092,-0.02698,0.4971
2084,slipack-truth,39.0,10,-0.04291,-0.04381,-0.0417,-0.0395
2084,slipack-truth,40.0,10,-0.0385,-0.0395,-0.03771,-0.9331
2084,slipack-truth,41.0,10,-0.04563,-0.04727,-0.04455,-2.1938
2084,slipack-truth,42.0,10,-0.07214,-0.07274,-0.07187,-2.7324
2084,slipack-truth,43.0,10,-0.0686,-0.06996,-0.06752,-2.2644
2084,slipack-truth,44.0,10,-0.04409,-0.04634,-0.04374,-1.6107
2084,slipack-truth,45.0,10,-0.02302,-0.02345,-0.01914,-1.212
2084,slipack-truth,46.0,10,-0.00597,-0.0062,-0.00222,-0.7605
2084,slipack-truth,47.0,10,0.00394,0.00368,0.00893,-0.3641
2084,slipack-truth,48.0,10,0.00763,0.00739,0.01368,-0.1294
2084,slipack-truth,49.0,10,0.00821,0.00796,0.014,0.0406
2084,slipack-truth,50.0,10,0.00675,0.00663,0.01256,0.1144
2084,slipack-truth,51.0,10,0.00492,0.00478,0.01057,0.1239
2084,slipack-truth,52.0,10,0.00294,0.00289,0.00827,0.1097
2084,slipack-truth,53.0,10,0.00138,0.00128,0.0064,0.0792
2084,slipack-truth,54.0,10,0.00047,0.00036,0.0055,0.0524
2084,slipack-truth,55.0,10,-0.00027,-0.00034,0.00467,0.0237
2084,slipack-truth,56.0,10,-0.00035,-0.00048,0.00452,0.003
2084,slipack-truth,57.0,10,-0.00026,-0.0004,0.00468,-0.0065
2084,slipack-truth,58.0,10,-3e-05,-0.00015,0.00454,-0.01
23695,prod-k0,66.0,1,0.08112,0.08112,0.08112,1.429
23695,prod-k0,67.0,1,0.05782,0.05782,0.05782,1.2606
23695,prod-k0,68.0,1,0.03769,0.03769,0.03769,1.0505
23695,prod-k0,69.0,1,0.02147,0.02147,0.02147,0.7796
23695,prod-k0,70.0,1,0.00886,0.00886,0.00886,0.6928
23695,prod-k0,71.0,1,-0.00286,-0.00286,-0.00286,0.688
23695,prod-k0,72.0,1,-0.01561,-0.01561,-0.01561,0.7639
23695,prod-k0,73.0,1,-0.02912,-0.02912,-0.02912,0.8178
23695,prod-k0,74.0,1,-0.04446,-0.04446,-0.04446,0.8925
23695,prod-k0,75.0,1,-0.05973,-0.05973,-0.05973,0.862
23695,prod-k0,76.0,1,-0.07376,-0.07376,-0.07376,0.6918
23695,prod-k0,77.0,1,-0.08337,-0.08337,-0.08337,0.3764
23695,prod-k0,78.0,1,-0.08641,-0.08641,-0.08641,-0.0612
23695,prod-k0,79.0,1,-0.08153,-0.08153,-0.08153,-0.5348
23695,prod-k0,80.0,1,-0.06602,-0.06602,-0.06602,-1.1359
23695,prod-k0,81.0,1,-0.03976,-0.03976,-0.03976,-1.399
23695,prod-k0,82.0,1,0.00543,0.00543,0.00543,1.8794
23695,prod-k0,83.0,1,0.09355,0.09355,0.09355,4.3217
23695,prod-k0,84.0,1,0.03963,0.03963,0.03963,5.5391
23695,prod-k0,85.0,1,-0.2467,-0.2467,-0.2467,5.0978
23695,prod-k0,86.0,1,-0.38796,-0.38796,-0.38796,5.5616
23695,prod-k0,87.0,1,-0.46542,-0.46542,-0.46542,3.3835
23695,prod-k0,88.0,1,-0.51389,-0.51389,-0.51389,1.602
23695,prod-k0,89.0,1,-0.5697,-0.5697,-0.5697,-2.4157
23695,prod-k0,90.0,1,-0.66708,-0.66708,-0.66708,-4.9163
23695,prod-k0,91.0,1,-0.50205,-0.50205,-0.50205,-7.9314
23695,prod-k0,92.0,1,-0.23066,-0.23066,-0.23066,-9.1909
23695,prod-k0,93.0,1,-0.01616,-0.01616,-0.01616,-10.7008
23695,prod-k0,94.0,1,0.14591,0.14591,0.14591,-8.0107
23695,prod-k0,95.0,1,0.26299,0.26299,0.26299,-5.2631
23695,prod-k0,96.0,1,0.33255,0.33255,0.33255,-2.8943
23695,prod-k0,97.0,1,0.36659,0.36659,0.36659,-0.9391
23695,prod-k0,98.0,1,0.36831,0.36831,0.36831,0.5202
23695,prod-k0,99.0,1,0.3504,0.3504,0.3504,1.4811
23695,prod-k0,100.0,1,0.31944,0.31944,0.31944,1.9326
23695,prod-k0,101.0,1,0.28441,0.28441,0.28441,2.0136
23695,prod-k0,102.0,1,0.25012,0.25012,0.25012,1.9047
23695,prod-k0,103.0,1,0.21828,0.21828,0.21828,1.7166
23695,prod-k0,104.0,1,0.19054,0.19054,0.19054,1.4591
23695,prod-k0,105.0,1,0.16703,0.16703,0.16703,1.2934
23695,prod-k0,106.0,1,0.14406,0.14406,0.14406,1.3155
23695,prod-k0,107.0,1,0.12123,0.12123,0.12123,1.2873
23695,prod-k0,108.0,1,0.0988,0.0988,0.0988,1.3118
23695,prod-kfix,66.0,1,0.04973,0.04973,0.04973,1.4914
23695,prod-kfix,67.0,1,0.0254,0.0254,0.0254,1.3111
23695,prod-kfix,68.0,1,0.00424,0.00424,0.00424,1.1025
23695,prod-kfix,69.0,1,-0.0127,-0.0127,-0.0127,0.8286
23695,prod-kfix,70.0,1,-0.02534,-0.02534,-0.02534,0.6523
23695,prod-kfix,71.0,1,-0.03641,-0.03641,-0.03641,0.6503
23695,prod-kfix,72.0,1,-0.04774,-0.04774,-0.04774,0.673
23695,prod-kfix,73.0,1,-0.05987,-0.05987,-0.05987,0.7438
23695,prod-kfix,74.0,1,-0.07345,-0.07345,-0.07345,0.7871
23695,prod-kfix,75.0,1,-0.08732,-0.08732,-0.08732,0.7776
23695,prod-kfix,76.0,1,-0.09956,-0.09956,-0.09956,0.6076
23695,prod-kfix,77.0,1,-0.10811,-0.10811,-0.10811,0.3176
23695,prod-kfix,78.0,1,-0.1099,-0.1099,-0.1099,-0.1303
23695,prod-kfix,79.0,1,-0.10393,-0.10393,-0.10393,-0.6038
23695,prod-kfix,80.0,1,-0.08686,-0.08686,-0.08686,-1.2277
23695,prod-kfix,81.0,1,-0.05891,-0.05891,-0.05891,-1.4915
23695,prod-kfix,82.0,1,-0.01089,-0.01089,-0.01089,1.7904
23695,prod-kfix,83.0,1,0.08068,0.08068,0.08068,4.1768
23695,prod-kfix,84.0,1,0.02583,0.02583,0.02583,5.2748
23695,prod-kfix,85.0,1,-0.25232,-0.25232,-0.25232,4.5974
23695,prod-kfix,86.0,1,-0.38249,-0.38249,-0.38249,4.8545
23695,prod-kfix,87.0,1,-0.44511,-0.44511,-0.44511,2.5747
23695,prod-kfix,88.0,1,-0.48273,-0.48273,-0.48273,1.2039
23695,prod-kfix,89.0,1,-0.53362,-0.53362,-0.53362,-2.8689
23695,prod-kfix,90.0,1,-0.6229,-0.6229,-0.6229,-5.7176
23695,prod-kfix,91.0,1,-0.44405,-0.44405,-0.44405,-8.7447
23695,prod-kfix,92.0,1,-0.15889,-0.15889,-0.15889,-9.9033
23695,prod-kfix,93.0,1,0.06641,0.06641,0.06641,-11.1028
23695,prod-kfix,94.0,1,0.23148,0.23148,0.23148,-7.9705
23695,prod-kfix,95.0,1,0.34399,0.34399,0.34399,-4.7575
23695,prod-kfix,96.0,1,0.40057,0.40057,0.40057,-1.9718
23695,prod-kfix,97.0,1,0.41517,0.41517,0.41517,0.3212
23695,prod-kfix,98.0,1,0.39248,0.39248,0.39248,2.028
23695,prod-kfix,99.0,1,0.34715,0.34715,0.34715,3.0679
23695,prod-kfix,100.0,1,0.28846,0.28846,0.28846,3.4936
23695,prod-kfix,101.0,1,0.22729,0.22729,0.22729,3.4192
23695,prod-kfix,102.0,1,0.17038,0.17038,0.17038,3.0824
23695,prod-kfix,103.0,1,0.12057,0.12057,0.12057,2.5707
23695,prod-kfix,104.0,1,0.08097,0.08097,0.08097,1.9902
23695,prod-kfix,105.0,1,0.0507,0.0507,0.0507,1.4967
23695,prod-kfix,106.0,1,0.02739,0.02739,0.02739,1.2156
23695,prod-kfix,107.0,1,0.00815,0.00815,0.00815,0.9482
23695,prod-kfix,108.0,1,-0.00644,-0.00644,-0.00644,0.8014
23695,prod-truth,66.0,1,0.01348,0.01348,0.01348,0.0019
23695,prod-truth,67.0,1,0.01359,0.01359,0.01359,-0.0053
23695,prod-truth,68.0,1,0.01358,0.01358,0.01358,0.001
23695,prod-truth,69.0,1,0.01372,0.01372,0.01372,-0.0018
23695,prod-truth,70.0,1,0.01352,0.01352,0.01352,-0.0074
23695,prod-truth,71.0,1,0.01363,0.01363,0.01363,0.0072
23695,prod-truth,72.0,1,0.0137,0.0137,0.0137,-0.0019
23695,prod-truth,73.0,1,0.01382,0.01382,0.01382,-0.002
23695,prod-truth,74.0,1,0.01343,0.01343,0.01343,0.0085
23695,prod-truth,75.0,1,0.01376,0.01376,0.01376,-0.0127
23695,prod-truth,76.0,1,0.01351,0.01351,0.01351,0.0081
23695,prod-truth,77.0,1,0.01356,0.01356,0.01356,-0.0094
23695,prod-truth,78.0,1,0.01358,0.01358,0.01358,-0.0074
23695,prod-truth,79.0,1,0.01361,0.01361,0.01361,-0.0244
23695,prod-truth,80.0,1,0.01664,0.01664,0.01664,-0.2666
23695,prod-truth,81.0,1,0.02648,0.02648,0.02648,-0.4716
23695,prod-truth,82.0,1,0.0571,0.0571,0.0571,2.5756
23695,prod-truth,83.0,1,0.13638,0.13638,0.13638,4.5353
23695,prod-truth,84.0,1,0.07999,0.07999,0.07999,5.3653
23695,prod-truth,85.0,1,-0.19517,-0.19517,-0.19517,4.3524
23695,prod-truth,86.0,1,-0.31832,-0.31832,-0.31832,4.3343
23695,prod-truth,87.0,1,-0.37046,-0.37046,-0.37046,1.9659
23695,prod-truth,88.0,1,-0.39753,-0.39753,-0.39753,0.6342
23695,prod-truth,89.0,1,-0.44264,-0.44264,-0.44264,-3.1347
23695,prod-truth,90.0,1,-0.53169,-0.53169,-0.53169,-5.5997
23695,prod-truth,91.0,1,-0.36321,-0.36321,-0.36321,-8.0148
23695,prod-truth,92.0,1,-0.08958,-0.08958,-0.08958,-8.8936
23695,prod-truth,93.0,1,0.11982,0.11982,0.11982,-9.9376
23695,prod-truth,94.0,1,0.26523,0.26523,0.26523,-6.7972
23695,prod-truth,95.0,1,0.35755,0.35755,0.35755,-3.6114
23695,prod-truth,96.0,1,0.39631,0.39631,0.39631,-1.0717
23695,prod-truth,97.0,1,0.39742,0.39742,0.39742,0.9229
23695,prod-truth,98.0,1,0.36718,0.36718,0.36718,2.2909
23695,prod-truth,99.0,1,0.31939,0.31939,0.31939,3.1249
23695,prod-truth,100.0,1,0.26079,0.26079,0.26079,3.4704
23695,prod-truth,101.0,1,0.19977,0.19977,0.19977,3.465
23695,prod-truth,102.0,1,0.14144,0.14144,0.14144,3.185
23695,prod-truth,103.0,1,0.08906,0.08906,0.08906,2.7706
23695,prod-truth,104.0,1,0.04531,0.04531,0.04531,2.2657
23695,prod-truth,105.0,1,0.00999,0.00999,0.00999,1.7271
23695,prod-truth,106.0,1,-0.01526,-0.01526,-0.01526,1.212
23695,prod-truth,107.0,1,-0.03252,-0.03252,-0.03252,0.758
23695,prod-truth,108.0,1,-0.04209,-0.04209,-0.04209,0.3694
23695,slipack-k0,66.0,1,0.04414,0.04414,0.04414,1.4982
23695,slipack-k0,67.0,1,0.02132,0.02132,0.02132,1.1034
23695,slipack-k0,68.0,1,0.00516,0.00516,0.00516,0.7802
23695,slipack-k0,69.0,1,-0.0057,-0.0057,-0.0057,0.4647
23695,slipack-k0,70.0,1,-0.01223,-0.01223,-0.01223,0.3376
23695,slipack-k0,71.0,1,-0.01863,-0.01863,-0.01863,0.4524
23695,slipack-k0,72.0,1,-0.02843,-0.02843,-0.02843,0.6565
23695,slipack-k0,73.0,1,-0.04127,-0.04127,-0.04127,0.8477
23695,slipack-k0,74.0,1,-0.05763,-0.05763,-0.05763,0.9822
23695,slipack-k0,75.0,1,-0.07493,-0.07493,-0.07493,0.9629
23695,slipack-k0,76.0,1,-0.09007,-0.09007,-0.09007,0.729
23695,slipack-k0,77.0,1,-0.09985,-0.09985,-0.09985,0.3516
23695,slipack-k0,78.0,1,-0.10095,-0.10095,-0.10095,-0.2367
23695,slipack-k0,79.0,1,-0.09231,-0.09231,-0.09231,-0.8015
23695,slipack-k0,80.0,1,-0.07146,-0.07146,-0.07146,-1.4665
23695,slipack-k0,81.0,1,-0.03034,-0.03034,-0.03034,-1.1699
23695,slipack-k0,82.0,1,0.02725,0.02725,0.02725,1.9512
23695,slipack-k0,83.0,1,0.11354,0.11354,0.11354,3.1204
23695,slipack-k0,84.0,1,0.09334,0.09334,0.09334,3.3154
23695,slipack-k0,85.0,1,-0.13139,-0.13139,-0.13139,1.3148
23695,slipack-k0,86.0,1,-0.19872,-0.19872,-0.19872,1.091
23695,slipack-k0,87.0,1,-0.20341,-0.20341,-0.20341,-0.2087
23695,slipack-k0,88.0,1,-0.20195,-0.20195,-0.20195,-0.2287
23695,slipack-k0,89.0,1,-0.24766,-0.24766,-0.24766,-1.9385
23695,slipack-k0,90.0,1,-0.3723,-0.3723,-0.3723,-1.8748
23695,slipack-k0,91.0,1,-0.30198,-0.30198,-0.30198,-2.2519
23695,slipack-k0,92.0,1,-0.12532,-0.12532,-0.12532,-2.2309
23695,slipack-k0,93.0,1,-0.02132,-0.02132,-0.02132,-3.9647
23695,slipack-k0,94.0,1,0.03855,0.03855,0.03855,-2.6833
23695,slipack-k0,95.0,1,0.0762,0.0762,0.0762,-1.6303
23695,slipack-k0,96.0,1,0.09752,0.09752,0.09752,-0.8888
23695,slipack-k0,97.0,1,0.10838,0.10838,0.10838,-0.3199
23695,slipack-k0,98.0,1,0.10924,0.10924,0.10924,0.1418
23695,slipack-k0,99.0,1,0.10471,0.10471,0.10471,0.3258
23695,slipack-k0,100.0,1,0.09895,0.09895,0.09895,0.2796
23695,slipack-k0,101.0,1,0.09574,0.09574,0.09574,0.0567
23695,slipack-k0,102.0,1,0.09699,0.09699,0.09699,-0.1641
23695,slipack-k0,103.0,1,0.101,0.101,0.101,-0.2756
23695,slipack-k0,104.0,1,0.10648,0.10648,0.10648,-0.334
23695,slipack-k0,105.0,1,0.11183,0.11183,0.11183,-0.1989
23695,slipack-k0,106.0,1,0.11167,0.11167,0.11167,0.1911
23695,slipack-k0,107.0,1,0.1054,0.1054,0.1054,0.5486
23695,slipack-k0,108.0,1,0.09294,0.09294,0.09294,0.8583
23695,slipack-kfix,66.0,1,0.01445,0.01445,0.01445,1.5712
23695,slipack-kfix,67.0,1,-0.00984,-0.00984,-0.00984,1.2193
23695,slipack-kfix,68.0,1,-0.02784,-0.02784,-0.02784,0.8598
23695,slipack-kfix,69.0,1,-0.03962,-0.03962,-0.03962,0.4763
23695,slipack-kfix,70.0,1,-0.04597,-0.04597,-0.04597,0.3025
23695,slipack-kfix,71.0,1,-0.05115,-0.05115,-0.05115,0.3539
23695,slipack-kfix,72.0,1,-0.05865,-0.05865,-0.05865,0.506
23695,slipack-kfix,73.0,1,-0.06877,-0.06877,-0.06877,0.6993
23695,slipack-kfix,74.0,1,-0.08302,-0.08302,-0.08302,0.8676
23695,slipack-kfix,75.0,1,-0.09853,-0.09853,-0.09853,0.8871
23695,slipack-kfix,76.0,1,-0.11297,-0.11297,-0.11297,0.7174
23695,slipack-kfix,77.0,1,-0.12243,-0.12243,-0.12243,0.3211
23695,slipack-kfix,78.0,1,-0.12361,-0.12361,-0.12361,-0.2271
23695,slipack-kfix,79.0,1,-0.11478,-0.11478,-0.11478,-0.8331
23695,slipack-kfix,80.0,1,-0.09301,-0.09301,-0.09301,-1.5339
23695,slipack-kfix,81.0,1,-0.0499,-0.0499,-0.0499,-1.2986
23695,slipack-kfix,82.0,1,0.01012,0.01012,0.01012,1.7495
23695,slipack-kfix,83.0,1,0.09929,0.09929,0.09929,2.8877
23695,slipack-kfix,84.0,1,0.08644,0.08644,0.08644,2.9886
23695,slipack-kfix,85.0,1,-0.13037,-0.13037,-0.13037,0.7294
23695,slipack-kfix,86.0,1,-0.18604,-0.18604,-0.18604,0.1919
23695,slipack-kfix,87.0,1,-0.17062,-0.17062,-0.17062,-1.5808
23695,slipack-kfix,88.0,1,-0.14073,-0.14073,-0.14073,-2.0802
23695,slipack-kfix,89.0,1,-0.15144,-0.15144,-0.15144,-4.019
23695,slipack-kfix,90.0,1,-0.23994,-0.23994,-0.23994,-3.8311
23695,slipack-kfix,91.0,1,-0.12515,-0.12515,-0.12515,-2.9812
23695,slipack-kfix,92.0,1,0.05415,0.05415,0.05415,-2.1463
23695,slipack-kfix,93.0,1,0.13525,0.13525,0.13525,-2.36
23695,slipack-kfix,94.0,1,0.16034,0.16034,0.16034,-0.1593
23695,slipack-kfix,95.0,1,0.1531,0.1531,0.1531,1.0374
23695,slipack-kfix,96.0,1,0.12599,0.12599,0.12599,1.8387
23695,slipack-kfix,97.0,1,0.09044,0.09044,0.09044,2.1242
23695,slipack-kfix,98.0,1,0.05302,0.05302,0.05302,2.0735
23695,slipack-kfix,99.0,1,0.01959,0.01959,0.01959,1.6746
23695,slipack-kfix,100.0,1,-0.00453,-0.00453,-0.00453,1.0816
23695,slipack-kfix,101.0,1,-0.01751,-0.01751,-0.01751,0.3522
23695,slipack-kfix,102.0,1,-0.01756,-0.01756,-0.01756,-0.2544
23695,slipack-kfix,103.0,1,-0.00922,-0.00922,-0.00922,-0.6925
23695,slipack-kfix,104.0,1,0.00534,0.00534,0.00534,-0.9257
23695,slipack-kfix,105.0,1,0.02217,0.02217,0.02217,-0.8871
23695,slipack-kfix,106.0,1,0.03468,0.03468,0.03468,-0.5294
23695,slipack-kfix,107.0,1,0.0406,0.0406,0.0406,-0.1259
23695,slipack-kfix,108.0,1,0.03901,0.03901,0.03901,0.2856
23695,slipack-truth,66.0,1,-0.00456,-0.00456,-0.00456,0.0012
23695,slipack-truth,67.0,1,-0.00447,-0.00447,-0.00447,0.0038
23695,slipack-truth,68.0,1,-0.00454,-0.00454,-0.00454,0.0015
23695,slipack-truth,69.0,1,-0.00455,-0.00455,-0.00455,-0.0079
23695,slipack-truth,70.0,1,-0.00454,-0.00454,-0.00454,-0.0021
23695,slipack-truth,71.0,1,-0.00452,-0.00452,-0.00452,-0.0046
23695,slipack-truth,72.0,1,-0.00438,-0.00438,-0.00438,0.0014
23695,slipack-truth,73.0,1,-0.00417,-0.00417,-0.00417,0.0005
23695,slipack-truth,74.0,1,-0.00468,-0.00468,-0.00468,0.0074
23695,slipack-truth,75.0,1,-0.0045,-0.0045,-0.0045,-0.0035
23695,slipack-truth,76.0,1,-0.00462,-0.00462,-0.00462,0.011
23695,slipack-truth,77.0,1,-0.00471,-0.00471,-0.00471,-0.0072
23695,slipack-truth,78.0,1,-0.00473,-0.00473,-0.00473,-0.0158
23695,slipack-truth,79.0,1,-0.00463,-0.00463,-0.00463,-0.0262
23695,slipack-truth,80.0,1,-0.00143,-0.00143,-0.00143,-0.2995
23695,slipack-truth,81.0,1,0.00959,0.00959,0.00959,-0.5959
23695,slipack-truth,82.0,1,0.04459,0.04459,0.04459,2.1204
23695,slipack-truth,83.0,1,0.13589,0.13589,0.13589,3.1491
23695,slipack-truth,84.0,1,0.12305,0.12305,0.12305,2.5634
23695,slipack-truth,85.0,1,-0.07662,-0.07662,-0.07662,-0.3079
23695,slipack-truth,86.0,1,-0.11002,-0.11002,-0.11002,-1.1386
23695,slipack-truth,87.0,1,-0.06974,-0.06974,-0.06974,-2.8397
23695,slipack-truth,88.0,1,-0.02227,-0.02227,-0.02227,-2.8006
23695,slipack-truth,89.0,1,-0.02905,-0.02905,-0.02905,-3.961
23695,slipack-truth,90.0,1,-0.12608,-0.12608,-0.12608,-3.0044
23695,slipack-truth,91.0,1,-0.04028,-0.04028,-0.04028,-1.2759
23695,slipack-truth,92.0,1,0.11105,0.11105,0.11105,-0.018
23695,slipack-truth,93.0,1,0.15471,0.15471,0.15471,-0.0789
23695,slipack-truth,94.0,1,0.14158,0.14158,0.14158,1.8133
23695,slipack-truth,95.0,1,0.10039,0.10039,0.10039,2.5024
23695,slipack-truth,96.0,1,0.05586,0.05586,0.05586,2.3516
