base_id,seed,family,reason_ba,n_obs_ba,n_reactive_ba,lead_s_ba,d_min_ba,d_reactive_median_ba,reason_pdm,n_obs_pdm,n_reactive_pdm,lead_s_pdm,d_min_pdm,d_reactive_median_pdm
25975,0,Light,never_visible,0.0,0.0,,,,background_drift,0.0,0.0,,,
25975,1,Light,never_visible,0.0,0.0,,,,ok,0.0,0.0,,,
25975,2,Light,never_visible,0.0,0.0,,,,ok,0.0,0.0,,,
26396,0,StaticCutIn,ok,35.0,8.0,5.4,-7.493058016523719,-7.191149882040918,ok,5.0,5.0,0.0,-7.668429374694824,-7.172867774963379
26396,1,StaticCutIn,ok,35.0,8.0,5.4,-7.493058016523719,-7.191149882040918,ok,5.0,5.0,0.0,-8.205432891845703,-7.662353515625
26396,2,StaticCutIn,ok,35.0,8.0,5.4,-7.493058016523719,-7.191149882040918,ok,5.0,5.0,0.0,-8.128729820251465,-7.367392539978027
26405,0,StaticCutIn,ok,35.0,8.0,5.4,-7.4434999488294125,-7.1134945042431355,ok,19.0,9.0,2.0,-5.758118152618408,-4.8289690017700195
26405,1,StaticCutIn,ok,35.0,9.0,5.2,-7.401996308937669,-7.020259082317352,ok,20.0,9.0,2.2,-3.7863988876342773,-3.154611110687256
26405,2,StaticCutIn,ok,35.0,9.0,5.2,-7.401996308937669,-7.020259082317352,ok,19.0,9.0,2.0,-3.8043479919433594,-3.0466108322143555
26406,0,HardBreakRoute,never_visible,0.0,0.0,,,,never_visible,0.0,0.0,,,
26406,1,HardBreakRoute,never_visible,0.0,0.0,,,,never_visible,0.0,0.0,,,
26406,2,HardBreakRoute,never_visible,0.0,0.0,,,,never_visible,0.0,0.0,,,
26456,0,HardBreakRoute,never_visible,0.0,0.0,,,,never_visible,0.0,0.0,,,
26456,1,HardBreakRoute,never_visible,0.0,0.0,,,,never_visible,0.0,0.0,,,
26456,2,HardBreakRoute,never_visible,0.0,0.0,,,,never_visible,0.0,0.0,,,
26944,0,OppositeVehicleRunningRedLight,ok,0.0,0.0,,,,expert_reacted_before_visible,0.0,0.0,,,
26944,1,OppositeVehicleRunningRedLight,ok,0.0,0.0,,,,expert_reacted_before_visible,0.0,0.0,,,
26944,2,OppositeVehicleRunningRedLight,ok,0.0,0.0,,,,expert_reacted_before_visible,0.0,0.0,,,
26950,0,OppositeVehicleRunningRedLight,ok,2.0,0.0,,0.0,,ok,0.0,0.0,,,
26950,1,OppositeVehicleRunningRedLight,ok,2.0,0.0,,0.0,,ok,0.0,0.0,,,
26950,2,OppositeVehicleRunningRedLight,ok,2.0,0.0,,0.0,,ok,0.0,0.0,,,
2709,0,StaticCutIn,ok,38.0,7.0,6.2,-4.396869659423828,-3.3017449378967285,ok,4.0,4.0,0.0,-10.066255569458008,-7.618690490722656
2709,1,StaticCutIn,ok,38.0,7.0,6.2,-4.299099683761597,-3.2435789108276367,ok,4.0,4.0,0.0,-10.063834190368652,-7.618163585662842
2709,2,StaticCutIn,ok,38.0,7.0,6.2,-3.7983152866363525,-3.005810260772705,ok,4.0,4.0,0.0,-10.0538911819458,-7.611984729766846
2715,0,StaticCutIn,ok,38.0,9.0,5.800000000000001,-7.44923210144043,-7.201059310697019,ok,20.0,9.0,2.2,-9.291030406951904,-7.234386444091797
2715,1,StaticCutIn,ok,38.0,9.0,5.800000000000001,-7.44923210144043,-7.201059310697019,ok,20.0,9.0,2.2,-9.244145095348358,-6.933604955673218
2715,2,StaticCutIn,ok,37.0,8.0,5.800000000000001,-7.45875358581543,-7.292004585266113,ok,20.0,9.0,2.2,-8.623065829277039,-6.1347815990448
27297,0,VehicleTurningRoutePedestrian,ok,29.0,0.0,,0.0,,ok,8.0,0.0,,0.0,
27297,1,VehicleTurningRoutePedestrian,ok,30.0,0.0,,0.0,,ok,19.0,0.0,,0.0,
27297,2,VehicleTurningRoutePedestrian,ok,27.0,0.0,,0.0,,ok,6.0,0.0,,0.0,
27515,0,PedestrianCrossing,ok,62.0,0.0,,0.0,,ok,176.0,0.0,,0.0,
27515,1,PedestrianCrossing,ok,63.0,0.0,,0.0,,ok,145.0,0.0,,-0.019238488748669624,
27515,2,PedestrianCrossing,ok,63.0,0.0,,0.0,,ok,175.0,0.0,,0.0,
27529,0,PedestrianCrossing,ok,16.0,0.0,,-0.04804658889770508,,ok,5.0,4.0,0.0,-2.743595063686371,-1.776893517933786
27529,1,PedestrianCrossing,ok,16.0,0.0,,-0.04804658889770508,,ok,5.0,4.0,0.0,-2.7354159355163574,-1.780572172254324
27529,2,PedestrianCrossing,ok,16.0,0.0,,-0.04804658889770508,,ok,5.0,4.0,0.0,-2.3672401309013367,-1.6120787127874792
27582,0,PedestrianCrossing,ok,73.0,0.0,,0.0,,ok,60.0,0.0,,0.0,
27582,1,PedestrianCrossing,ok,73.0,0.0,,0.0,,ok,60.0,0.0,,0.0,
27582,2,PedestrianCrossing,ok,73.0,0.0,,0.0,,ok,59.0,0.0,,0.0,
27787,0,Light,ok,0.0,0.0,,,,missing_run,0.0,0.0,,,
27787,1,Light,ok,0.0,0.0,,,,missing_run,0.0,0.0,,,
27787,2,Light,ok,0.0,0.0,,,,missing_run,0.0,0.0,,,
2844,0,OppositeVehicleRunningRedLight,never_visible,0.0,0.0,,,,expert_reacted_before_visible,0.0,0.0,,,
2844,1,OppositeVehicleRunningRedLight,never_visible,0.0,0.0,,,,expert_reacted_before_visible,0.0,0.0,,,
2844,2,OppositeVehicleRunningRedLight,never_visible,0.0,0.0,,,,expert_reacted_before_visible,0.0,0.0,,,
2847,0,OppositeVehicleRunningRedLight,never_visible,0.0,0.0,,,,expert_reacted_before_visible,0.0,0.0,,,
2847,1,OppositeVehicleRunningRedLight,never_visible,0.0,0.0,,,,expert_reacted_before_visible,0.0,0.0,,,
2847,2,OppositeVehicleRunningRedLight,never_visible,0.0,0.0,,,,expert_reacted_before_visible,0.0,0.0,,,
3072,0,HighwayCutIn,ok,51.0,9.0,8.4,-7.390861600637436,-7.019773215055466,ok,12.0,4.0,1.6,-2.5070791244506836,-2.3442468643188477
3072,1,HighwayCutIn,ok,51.0,9.0,8.4,-7.390861600637436,-7.019773215055466,ok,12.0,4.0,1.6,-2.7451248168945312,-2.325927734375
3072,2,HighwayCutIn,ok,52.0,9.0,8.6,-7.41748571395874,-6.193572402000427,ok,13.0,4.0,1.8,-2.2299814224243164,-2.1597909927368164
3074,0,HighwayCutIn,ok,44.0,8.0,7.2,-7.5058746337890625,-7.238292674301192,ok,20.0,7.0,2.2,-1.703125,-1.1464910507202148
3074,1,HighwayCutIn,ok,44.0,8.0,7.2,-7.5058746337890625,-7.238292674301192,ok,21.0,7.0,2.6,-1.908203125,-1.2539024353027344
3074,2,HighwayCutIn,ok,44.0,8.0,7.2,-7.5058746337890625,-7.238292674301192,ok,20.0,8.0,2.2,-1.2734460830688477,-0.93359375
3080,0,HighwayCutIn,ok,56.0,8.0,9.600000000000001,-7.47900771885179,-7.24048525094986,ok,15.0,4.0,2.2,-2.1601552963256836,-2.0722665786743164
3080,1,HighwayCutIn,ok,56.0,8.0,9.600000000000001,-7.478519437368959,-7.256721481448039,ok,14.0,4.0,2.0,-2.1589279174804688,-2.0701904296875
3080,2,HighwayCutIn,ok,60.0,8.0,10.4,-7.405282311141491,-7.148972844704986,ok,16.0,4.0,2.4000000000000004,-1.862060546875,-1.7083702087402344
3144,0,Light,never_visible,0.0,0.0,,,,expert_reacted_before_visible,0.0,0.0,,,
3144,1,Light,never_visible,0.0,0.0,,,,expert_reacted_before_visible,0.0,0.0,,,
3144,2,Light,never_visible,0.0,0.0,,,,expert_reacted_before_visible,0.0,0.0,,,
3248,0,ParkingCrossingPedestrian,ok,2.0,2.0,0.0,-7.295964181423187,-6.975172370672226,expert_reacted_before_visible,0.0,0.0,,,
3248,1,ParkingCrossingPedestrian,ok,3.0,3.0,0.0,-7.405296936631203,-7.174869313836098,expert_reacted_before_visible,0.0,0.0,,,
3248,2,ParkingCrossingPedestrian,ok,3.0,3.0,0.0,-7.405296936631203,-7.174869313836098,expert_reacted_before_visible,0.0,0.0,,,
3255,0,ParkingCrossingPedestrian,ok,2.0,2.0,0.0,-7.117340110242367,-7.02264803275466,expert_reacted_before_visible,0.0,0.0,,,
3255,1,ParkingCrossingPedestrian,ok,3.0,3.0,0.0,-7.11350417137146,-7.008044719696045,expert_reacted_before_visible,0.0,0.0,,,
3255,2,ParkingCrossingPedestrian,ok,3.0,3.0,0.0,-7.11350417137146,-7.008044719696045,expert_reacted_before_visible,0.0,0.0,,,
3483,0,StaticCutIn,ok,35.0,9.0,5.2,-7.46928358823061,-7.190410651266575,ok,4.0,4.0,0.0,-8.376819610595703,-7.046420097351074
3483,1,StaticCutIn,ok,35.0,9.0,5.2,-7.468776796013117,-7.17972328606993,ok,3.0,3.0,0.0,-7.870417594909668,-6.580377578735352
3483,2,StaticCutIn,ok,35.0,9.0,5.2,-7.468776796013117,-7.17972328606993,ok,3.0,3.0,0.0,-7.531793594360352,-6.814144134521484
3502,0,StaticCutIn,ok,36.0,8.0,5.6000000000000005,-7.4054078329354525,-7.1472637607948855,ok,4.0,4.0,0.0,-7.756904602050781,-6.101081371307373
3502,1,StaticCutIn,ok,36.0,8.0,5.6000000000000005,-7.4054078329354525,-7.1472637607948855,ok,4.0,4.0,0.0,-8.92064094543457,-6.817877292633057
3502,2,StaticCutIn,ok,37.0,8.0,5.800000000000001,-7.488227761350572,-7.228176523174625,ok,5.0,5.0,0.0,-9.102338790893555,-6.439274787902832
3540,0,HardBreakRoute,never_visible,0.0,0.0,,,,never_visible,0.0,0.0,,,
3540,1,HardBreakRoute,never_visible,0.0,0.0,,,,never_visible,0.0,0.0,,,
3540,2,HardBreakRoute,never_visible,0.0,0.0,,,,never_visible,0.0,0.0,,,
3731,0,VehicleTurningRoutePedestrian,ok,76.0,0.0,,0.0,,ok,155.0,7.0,29.6,-6.8696160316467285,-2.3676438331604004
3731,1,VehicleTurningRoutePedestrian,ok,76.0,0.0,,0.0,,ok,157.0,7.0,30.0,-6.96351432800293,-3.0234951972961426
3731,2,VehicleTurningRoutePedestrian,ok,76.0,0.0,,0.0,,ok,156.0,8.0,29.6,-7.771997645497322,-6.22371831536293
3737,0,VehicleTurningRoutePedestrian,ok,70.0,0.0,,0.0,,ok,169.0,0.0,,0.0,
3737,1,VehicleTurningRoutePedestrian,ok,70.0,0.0,,0.0,,ok,171.0,0.0,,0.0,
3737,2,VehicleTurningRoutePedestrian,ok,70.0,0.0,,0.0,,ok,171.0,0.0,,0.0,
3740,0,VehicleTurningRoutePedestrian,ok,76.0,0.0,,0.0,,ok,159.0,8.0,30.200000000000003,0.0,5.412504635751247
3740,1,VehicleTurningRoutePedestrian,ok,76.0,0.0,,0.0,,ok,155.0,0.0,,0.0,
3740,2,VehicleTurningRoutePedestrian,ok,76.0,0.0,,0.0,,ok,156.0,0.0,,0.0,
3813,0,HighwayCutIn,ok,46.0,9.0,7.4,-7.506839726585895,-7.241210699081421,ok,9.0,4.0,1.0,-4.022461891174316,-2.62255859375
3813,1,HighwayCutIn,ok,48.0,9.0,7.800000000000001,-7.479496453423053,-7.195312473922968,ok,9.0,3.0,1.2000000000000002,-3.9140625,-2.9580068588256836
3813,2,HighwayCutIn,ok,48.0,9.0,7.800000000000001,-7.479496453423053,-7.195312473922968,ok,9.0,4.0,1.0,-4.3955078125,-2.9814453125
3816,0,HighwayCutIn,ok,72.0,6.0,14.0,-7.488708583638072,-7.218642733991146,ok,26.0,7.0,4.6000000000000005,-2.9503564834594727,-2.073343276977539
3816,1,HighwayCutIn,ok,70.0,9.0,13.0,-7.491615921258926,-7.2494242656975985,ok,24.0,6.0,4.4,-2.8781251907348633,-2.172482490539551
3816,2,HighwayCutIn,ok,70.0,9.0,13.0,-7.491615921258926,-7.2494242656975985,ok,22.0,6.0,4.0,-2.7852602005004883,-2.1270933151245117
3865,0,Light,ok,1.0,1.0,0.0,-6.930810451507568,-6.930810451507568,ok,0.0,0.0,,,
3865,1,Light,ok,1.0,1.0,0.0,-6.930810451507568,-6.930810451507568,ok,0.0,0.0,,,
3865,2,Light,ok,1.0,1.0,0.0,-6.930810451507568,-6.930810451507568,ok,0.0,0.0,,,
3869,0,Light,ok,0.0,0.0,,,,ok,0.0,0.0,,,
3869,1,Light,ok,0.0,0.0,,,,ok,1.0,0.0,,0.3504800796508789,
3869,2,Light,ok,0.0,0.0,,,,ok,1.0,0.0,,0.3375101089477539,
3876,0,Light,expert_reacted_before_visible,0.0,0.0,,,,expert_reacted_before_visible,0.0,0.0,,,
3876,1,Light,expert_reacted_before_visible,0.0,0.0,,,,expert_reacted_before_visible,0.0,0.0,,,
3876,2,Light,expert_reacted_before_visible,0.0,0.0,,,,expert_reacted_before_visible,0.0,0.0,,,
6673,0,OppositeVehicleRunningRedLight,ok,9.0,0.0,,0.0,,ok,0.0,0.0,,,
6673,1,OppositeVehicleRunningRedLight,ok,9.0,0.0,,0.0,,ok,0.0,0.0,,,
6673,2,OppositeVehicleRunningRedLight,ok,9.0,0.0,,0.0,,ok,0.0,0.0,,,
