judge,arm,scope,n,value,delta,lo,hi,halfwidth
RFS,C pre_onset fit,rater q2,96,6.982950719676069,-0.8865357155416599,-1.292553057083756,-0.4745989535492231,0.40897705176726645
RFS,C pre_onset fit,rater q3,95,6.257622368688751,-0.5451210278704411,-0.9349375043537729,-0.15851696968095286,0.38821026733641
RFS,C pre_onset fit,rater q4,96,5.625763452283838,-0.42120508458209577,-0.7567544561134113,-0.10133864312295457,0.32770790649522835
RFS,C pre_onset fit,rater q5,96,5.27955056878437,-0.5603741767863746,-0.850067675056846,-0.2840347271430438,0.2830164739569011
ADE vs rater_best,C pre_onset fit,all,479,3.2791990738883148,0.12205303461915018,0.08446406453045822,0.1623135358923386,0.03892473568094019
ADE vs rater_best,C pre_onset fit,pre_onset,6,2.498015602429708,-0.17923665046691895,-0.4786220192909241,0.10465349753697713,0.2916377584139506
ADE vs rater_best,C pre_onset fit,straight_yaw,162,2.945631355231191,0.1266439633420956,0.06451183996502458,0.199491911605369,0.06749003582017221
ADE vs rater_best,C pre_onset fit,dec1-9,389,2.69600126097472,0.10521177782804003,0.05992809580366954,0.1500028499906308,0.04503737709348063
ADE vs rater_best,C pre_onset fit,dec10,90,5.799909620814853,0.19484468897183735,0.10336585213740666,0.28546686720516945,0.09105050753388139
ADE vs rater_best,C pre_onset fit,dec1-9 pre_onset,6,2.498015602429708,-0.17923665046691895,-0.4786220192909241,0.10465349753697713,0.2916377584139506
ADE vs rater_best,C pre_onset fit,rater,479,3.2791990738883148,0.12205303461915018,0.08446406453045822,0.1623135358923386,0.03892473568094019
ADE vs rater_best,C pre_onset fit,rater credible,434,3.1600992033077824,0.1360530411043475,0.0925212823257949,0.1769148574687094,0.042196787571457256
ADE vs rater_best,C pre_onset fit,rater pre_onset,6,2.498015602429708,-0.17923665046691895,-0.4786220192909241,0.10465349753697713,0.2916377584139506
ADE vs log,D mlp uniform,all,106360,1.8318692445755005,-0.0026075365021824837,-0.024935988073185675,0.019326737079500767,0.02213136257634322
ADE vs log,D mlp uniform,pre_onset,1510,2.375955104827881,-4.671741044148803e-05,-0.06309572918367173,0.05690075864022219,0.05999824391194696
ADE vs log,D mlp uniform,straight_yaw,46580,1.6723377704620361,-0.0492163710296154,-0.08354999672281549,-0.017513021890956847,0.03301848741592932
ADE vs log,D mlp uniform,dec1-9,95724,1.4499214887619019,0.04458896815776825,0.02331245589956564,0.06678205798333993,0.021734801041887145
ADE vs log,D mlp uniform,dec10,10636,5.269400596618652,-0.42737606167793274,-0.4883292108556003,-0.3654665132520511,0.061431348801774616
ADE vs log,D mlp uniform,dec1-9 pre_onset,1291,1.987342357635498,0.02534675970673561,-0.0405032461834482,0.08905384221750773,0.06477854420047796
ADE vs log,D mlp uniform,rater,479,2.473649024963379,0.040874507278203964,-0.016298925280415114,0.09747284651138814,0.05688588589590163
ADE vs log,D mlp uniform,rater credible,434,2.169835090637207,0.04670106992125511,-0.01841990978109397,0.10807567160181734,0.06324779069145565
ADE vs log,D mlp uniform,rater pre_onset,6,1.6522611379623413,0.03208793327212334,-0.12580902377764383,0.18007955948511759,0.1529442916313807
minADE1,D mlp uniform,all,106360,1.8734880685806274,-0.008330479264259338,-0.031980615356094665,0.014560562847227421,0.023270589101661042
minADE1,D mlp uniform,pre_onset,1510,2.56174898147583,0.028163626790046692,-0.03363610899765916,0.08264508180944691,0.058140595403553035
minADE1,D mlp uniform,straight_yaw,46580,1.7389492988586426,-0.0534195639193058,-0.08904746018607794,-0.02005960624991037,0.03449392696808379
minADE1,D mlp uniform,dec1-9,95724,1.520583152770996,0.03662169724702835,0.013143835131332838,0.059738497820667404,0.023297331344667282
minADE1,D mlp uniform,dec10,10636,5.049631118774414,-0.41290009021759033,-0.47196996150286624,-0.3507876860088894,0.06059113774698843
minADE1,D mlp uniform,dec1-9 pre_onset,1291,2.176893711090088,0.052051812410354614,-0.012741184705127038,0.12070287157379044,0.06672202813945874
minADE1,D mlp uniform,rater,479,2.4878439903259277,0.02542261779308319,-0.036438644634959404,0.0843830417049447,0.06041084316995206
minADE1,D mlp uniform,rater credible,434,2.1846883296966553,0.025701874867081642,-0.043997342657933036,0.09152657988605686,0.06776196127199495
minADE1,D mlp uniform,rater pre_onset,6,1.7381515502929688,-0.11303279548883438,-0.4135322372118632,0.07072231968243917,0.2421272784471512
minADE3,D mlp uniform,all,106360,1.5022624731063843,-0.027053723111748695,-0.05053999778566533,-0.00428098764817928,0.023129505068743023
minADE3,D mlp uniform,pre_onset,1510,2.2103333473205566,-0.0061867316253483295,-0.06579185162418255,0.054261209698167216,0.06002653066117489
minADE3,D mlp uniform,straight_yaw,46580,1.4500120878219604,-0.08584708720445633,-0.12034795488249202,-0.054230178816698685,0.033058888032896666
minADE3,D mlp uniform,dec1-9,95724,1.1711318492889404,0.01713547855615616,-0.0063751710777494785,0.03944492436159057,0.022910047719670024
minADE3,D mlp uniform,dec10,10636,4.482436656951904,-0.4247565269470215,-0.4845051865178706,-0.3640052120265522,0.06024998724565919
minADE3,D mlp uniform,dec1-9 pre_onset,1291,1.8532841205596924,0.027567869052290916,-0.03525085050131972,0.0879590137277604,0.06160493211454006
minADE3,D mlp uniform,rater,479,2.08138108253479,-0.0005132106598466635,-0.05733142282324929,0.05347429671552483,0.05540285976938706
minADE3,D mlp uniform,rater credible,434,1.7850443124771118,0.005475988145917654,-0.05489157721194254,0.05990124303109359,0.05739641012151807
minADE3,D mlp uniform,rater pre_onset,6,1.561002254486084,-0.08165013045072556,-0.42750827968120575,0.1270010334750016,0.27725465657810366
minADE6,D mlp uniform,all,106360,1.307163953781128,-0.039125122129917145,-0.059489056807880324,-0.01927263721150831,0.020108209798186005
minADE6,D mlp uniform,pre_onset,1510,1.9866081476211548,-0.021240534260869026,-0.08082585069611717,0.0288482136061166,0.054837032151116884
minADE6,D mlp uniform,straight_yaw,46580,1.2788243293762207,-0.08571279048919678,-0.1135622193410789,-0.05843511098663076,0.027563554177224066
minADE6,D mlp uniform,dec1-9,95724,0.9955174922943115,0.0034342340659350157,-0.01605824676197617,0.02106815780613994,0.018563202284058056
minADE6,D mlp uniform,dec10,10636,4.1119818687438965,-0.4221593141555786,-0.4827866149452691,-0.36143163331407974,0.060677490815594676
minADE6,D mlp uniform,dec1-9 pre_onset,1291,1.6374257802963257,0.002656562952324748,-0.05357703005257692,0.059759761097485965,0.05666839557503144
minADE6,D mlp uniform,rater,479,1.856713891029358,-0.05316655710339546,-0.10660892910930955,-0.004576383056294446,0.051016273026507554
minADE6,D mlp uniform,rater credible,434,1.5666464567184448,-0.050312597304582596,-0.10476426987346553,0.0006087690093962232,0.05268651944143088
minADE6,D mlp uniform,rater pre_onset,6,1.4854799509048462,-0.03340490534901619,-0.4392884373664856,0.2314324975013733,0.33536046743392944
RFS,D mlp uniform,all,479,6.650873520578461,-0.4049303085471472,-0.5524681273343123,-0.2606352201056743,0.14591645361431899
RFS,D mlp uniform,pre_onset,6,7.0,-0.006436267365922029,-0.6392458597981139,0.6199370577003478,0.6295914587492308
RFS,D mlp uniform,straight_yaw,162,7.600661966008251,-0.3473196168893906,-0.5830593307285266,-0.12295971809943546,0.23004980631454555
RFS,D mlp uniform,dec1-9,389,6.873520615246194,-0.44465746985182425,-0.6280537770244716,-0.2839526367614351,0.17205057013151825
RFS,D mlp uniform,dec10,90,5.688543300292374,-0.23322068913026534,-0.4774442248394669,0.0015857197759746899,0.2395149723077208
RFS,D mlp uniform,dec1-9 pre_onset,6,7.0,-0.006436267365922029,-0.6392458597981139,0.6199370577003478,0.6295914587492308
RFS,D mlp uniform,rater,479,6.650873520578461,-0.4049303085471472,-0.5524681273343123,-0.2606352201056743,0.14591645361431899
RFS,D mlp uniform,rater credible,434,6.707528649599599,-0.44228010029043324,-0.59117188661648,-0.2751335370989136,0.15801917475878322
RFS,D mlp uniform,rater pre_onset,6,7.0,-0.006436267365922029,-0.6392458597981139,0.6199370577003478,0.6295914587492308
RFS,D mlp uniform,rater q1,96,8.015353476026496,-0.7019065092153802,-1.0682803272805184,-0.34936714460459467,0.3594565913379618
RFS,D mlp uniform,rater q2,96,7.432994392219239,-0.43649204299848954,-0.8044809520090569,-0.066795367618467,0.3688427921952949
RFS,D mlp uniform,rater q3,95,6.414962517265269,-0.38778087929392224,-0.7690678744276789,-0.025564925403142494,0.3717514745122682
RFS,D mlp uniform,rater q4,96,5.766223397416919,-0.28074513944901364,-0.6437948183544911,0.028929058947366058,0.3363619386509286
RFS,D mlp uniform,rater q5,96,5.622376413679869,-0.21754833189087597,-0.45987053374467013,-0.007494787712798998,0.22618787301593557
ADE vs rater_best,D mlp uniform,all,479,3.198799723094341,0.04165368382517629,-0.014650070983778844,0.09820234895536009,0.05642620996956947
ADE vs rater_best,D mlp uniform,pre_onset,6,2.800765961408615,0.12351370851198833,-0.41668425674239795,0.5528132021427155,0.4847487294425567
ADE vs rater_best,D mlp uniform,straight_yaw,162,2.971283138166239,0.15229574627714393,0.06238354048459234,0.23818428068668876,0.0879003701010482
ADE vs rater_best,D mlp uniform,dec1-9,389,2.6750961689991937,0.08430668585251413,0.02139688197465748,0.14980702174942126,0.0642050698873819
ADE vs rater_best,D mlp uniform,dec10,90,5.462362862461143,-0.14270206938187283,-0.2946355255858765,4.3805465102179106e-05,0.14733966552548936
ADE vs rater_best,D mlp uniform,dec1-9 pre_onset,6,2.800765961408615,0.12351370851198833,-0.41668425674239795,0.5528132021427155,0.4847487294425567
ADE vs rater_best,D mlp uniform,rater,479,3.198799723094341,0.04165368382517629,-0.014650070983778844,0.09820234895536009,0.05642620996956947
ADE vs rater_best,D mlp uniform,rater credible,434,3.083879997172663,0.05983383496922831,-0.0021721206734188685,0.12397290405984711,0.06307251236663299
ADE vs rater_best,D mlp uniform,rater pre_onset,6,2.800765961408615,0.12351370851198833,-0.41668425674239795,0.5528132021427155,0.4847487294425567
ADE vs log,D mlp ego:a1,all,106360,1.9604358673095703,0.12595896422863007,0.09866394070017358,0.15583625449315078,0.0285861568964886
ADE vs log,D mlp ego:a1,pre_onset,1510,2.443845510482788,0.06784381717443466,-0.028526807057950198,0.15882152878554887,0.09367416792174953
ADE vs log,D mlp ego:a1,straight_yaw,46580,1.8272756338119507,0.10572146624326706,0.060859196565741173,0.1488511722669802,0.043995987850619506
ADE vs log,D mlp ego:a1,dec1-9,95724,1.6004146337509155,0.19508230686187744,0.1661836724567058,0.22525604839421953,0.029536187968756872
ADE vs log,D mlp ego:a1,dec10,10636,5.200625419616699,-0.49615126848220825,-0.5697786995980372,-0.42219836122158094,0.07379016918822812
ADE vs log,D mlp ego:a1,dec1-9 pre_onset,1291,2.0950772762298584,0.13308143615722656,0.05267138706630532,0.22308256871123697,0.08520559082246582
ADE vs log,D mlp ego:a1,rater,479,2.6174449920654297,0.184670552611351,0.11048908722684349,0.2607357713423031,0.0751233420577298
ADE vs log,D mlp ego:a1,rater credible,434,2.3265724182128906,0.20343856513500214,0.12542674065168416,0.28059279621505795,0.0775830277816869
ADE vs log,D mlp ego:a1,rater pre_onset,6,1.6956669092178345,0.07549410313367844,-0.26826619679729147,0.3204035505652426,0.29433487368126704
minADE1,D mlp ego:a1,all,106360,1.9997715950012207,0.11795304715633392,0.08792625066860996,0.14849466772062234,0.03028420852600619
minADE1,D mlp ego:a1,pre_onset,1510,2.624053478240967,0.09046816825866699,5.0130705348833434e-05,0.17775553556994497,0.08885270243229806
minADE1,D mlp ego:a1,straight_yaw,46580,1.8966957330703735,0.10432669520378113,0.058054783605413905,0.14937698919472267,0.04566110279465438
minADE1,D mlp ego:a1,dec1-9,95724,1.6671942472457886,0.18323290348052979,0.15314322989658313,0.21429357480592742,0.030575172454672145
minADE1,D mlp ego:a1,dec10,10636,4.992966175079346,-0.4695655107498169,-0.5444952524004174,-0.39640901104345216,0.07404312067848262
minADE1,D mlp ego:a1,dec1-9 pre_onset,1291,2.2773916721343994,0.15254971385002136,0.06493459091402991,0.241194154800725,0.08812978194334756
minADE1,D mlp ego:a1,rater,479,2.6233017444610596,0.16088055074214935,0.07834668899409955,0.23852374257575695,0.0800885267908287
minADE1,D mlp ego:a1,rater credible,434,2.327936887741089,0.16895020008087158,0.07829168605776976,0.26064056876857983,0.09117444135540503
minADE1,D mlp ego:a1,rater pre_onset,6,1.8536299467086792,0.0024455587845295668,-0.3457599391539891,0.24199137339989335,0.29387565627694123
minADE3,D mlp ego:a1,all,106360,1.6047320365905762,0.07541579008102417,0.04669439907564558,0.10589003416114959,0.029597817542752005
minADE3,D mlp ego:a1,pre_onset,1510,2.2657485008239746,0.04922834038734436,-0.04111208461343262,0.13377397611411448,0.08744303036377354
minADE3,D mlp ego:a1,straight_yaw,46580,1.5768629312515259,0.04100370407104492,-0.0014177339792956613,0.08280008648370166,0.04210891023149866
minADE3,D mlp ego:a1,dec1-9,95724,1.2917606830596924,0.13776423037052155,0.10934597989329879,0.16693476829183085,0.028794394199266028
minADE3,D mlp ego:a1,dec10,10636,4.421473026275635,-0.48572012782096863,-0.5590548520998244,-0.4154345377809511,0.07181015715943667
minADE3,D mlp ego:a1,dec1-9 pre_onset,1291,1.9407764673233032,0.11506025493144989,0.03839478764705067,0.19520801416004294,0.07840661325649613
minADE3,D mlp ego:a1,rater,479,2.1977899074554443,0.11589531600475311,0.038714067306316144,0.18929352720459333,0.0752897299491386
minADE3,D mlp ego:a1,rater credible,434,1.9149364233016968,0.13536806404590607,0.05324318916772917,0.21124522678451052,0.07900101880839068
minADE3,D mlp ego:a1,rater pre_onset,6,1.784192442893982,0.141540065407753,0.016849428415298462,0.268680257598559,0.12591541459163028
minADE6,D mlp ego:a1,all,106360,1.388706088066101,0.04241697117686272,0.016457863706737415,0.07168363999382066,0.02761288814354162
minADE6,D mlp ego:a1,pre_onset,1510,2.0373318195343018,0.029483206570148468,-0.057273901078585134,0.11176306287432632,0.08451848197645573
minADE6,D mlp ego:a1,straight_yaw,46580,1.3862236738204956,0.021686574444174767,-0.015476027810070282,0.06025402105667256,0.03786502443337142
minADE6,D mlp ego:a1,dec1-9,95724,1.0939708948135376,0.10188765078783035,0.0755645005993595,0.12870519305775507,0.026570346229197787
minADE6,D mlp ego:a1,dec10,10636,4.041322708129883,-0.4928191006183624,-0.5651429805588672,-0.4220190266938005,0.07156197693253338
minADE6,D mlp ego:a1,dec1-9 pre_onset,1291,1.7206315994262695,0.08586256951093674,0.006759094374200655,0.1627513171297351,0.07799611137776721
minADE6,D mlp ego:a1,rater,479,1.9567561149597168,0.04687562212347984,-0.02185412060946175,0.11606514115338543,0.0689596308814236
minADE6,D mlp ego:a1,rater credible,434,1.678174376487732,0.06121533364057541,-0.01451141424305428,0.13048403874760672,0.0724977264953305
minADE6,D mlp ego:a1,rater pre_onset,6,1.661667823791504,0.1427830010652542,-0.04206756750742594,0.3986557722091675,0.22036166985829672
RFS,D mlp ego:a1,all,479,6.369681541952571,-0.6861222871730379,-0.8478852958873151,-0.5101022252954024,0.16889153529595635
RFS,D mlp ego:a1,pre_onset,6,7.166666666666667,0.16023039930074465,-0.13924585979811388,0.6199370577003478,0.37959145874923084
RFS,D mlp ego:a1,straight_yaw,162,7.208302149853057,-0.7396794330445847,-1.008094980005597,-0.47498975732621246,0.2665526113396922
RFS,D mlp ego:a1,dec1-9,389,6.5422653237037665,-0.7759127613942511,-0.9766903689205542,-0.5760759879454618,0.2003071904875462
RFS,D mlp ego:a1,dec10,90,5.623736085272401,-0.29802790415023883,-0.5463128174580585,-0.055947774772275534,0.24518252134289148
RFS,D mlp ego:a1,dec1-9 pre_onset,6,7.166666666666667,0.16023039930074465,-0.13924585979811388,0.6199370577003478,0.37959145874923084
RFS,D mlp ego:a1,rater,479,6.369681541952571,-0.6861222871730379,-0.8478852958873151,-0.5101022252954024,0.16889153529595635
RFS,D mlp ego:a1,rater credible,434,6.408575668509604,-0.741233081380427,-0.9238955685814043,-0.5686294645671841,0.1776330520071101
RFS,D mlp ego:a1,rater pre_onset,6,7.166666666666667,0.16023039930074465,-0.13924585979811388,0.6199370577003478,0.37959145874923084
RFS,D mlp ego:a1,rater q1,96,7.644940476816974,-1.0723195084249024,-1.5068291290777378,-0.6542157629119162,0.4263066830829108
RFS,D mlp ego:a1,rater q2,96,7.015992382355901,-0.8534940528618261,-1.2593339817856297,-0.42265247576984055,0.4183407530078946
RFS,D mlp ego:a1,rater q3,95,5.869955303872518,-0.932788092686675,-1.321433504750198,-0.5430372767729538,0.3891981139886221
RFS,D mlp ego:a1,rater q4,96,5.740465620684369,-0.30650291618156406,-0.7111162060490818,0.03558538939431467,0.3733507977216982
RFS,D mlp ego:a1,rater q5,96,5.571848444386423,-0.26807630118432246,-0.5085237113517416,-0.05505895510748975,0.2267323781221259
ADE vs rater_best,D mlp ego:a1,all,479,3.3176847897889967,0.16053875051983213,0.08416855045108686,0.23959344966817825,0.0777124496085457
ADE vs rater_best,D mlp ego:a1,pre_onset,6,2.636235083142916,-0.04101716975371043,-0.803773451472322,0.5466574430465698,0.6752154472594459
ADE vs rater_best,D mlp ego:a1,straight_yaw,162,3.123398987967291,0.3044115960781957,0.17362321463679414,0.42392092313107427,0.12514885424714006
ADE vs rater_best,D mlp ego:a1,dec1-9,389,2.821739195628154,0.2309497124814742,0.14715365742280193,0.3159117645219569,0.08437905354957749
ADE vs rater_best,D mlp ego:a1,dec10,90,5.461271857884195,-0.14379307395882077,-0.3505128210617436,0.0572365415096283,0.20387468128568595
ADE vs rater_best,D mlp ego:a1,dec1-9 pre_onset,6,2.636235083142916,-0.04101716975371043,-0.803773451472322,0.5466574430465698,0.6752154472594459
ADE vs rater_best,D mlp ego:a1,rater,479,3.3176847897889967,0.16053875051983213,0.08416855045108686,0.23959344966817825,0.0777124496085457
ADE vs rater_best,D mlp ego:a1,rater credible,434,3.2008036035134495,0.17675744131001458,0.09511366792727038,0.2567881427816875,0.08083723742720855
ADE vs rater_best,D mlp ego:a1,rater pre_onset,6,2.636235083142916,-0.04101716975371043,-0.803773451472322,0.5466574430465698,0.6752154472594459
ADE vs log,cls ego,all,106360,1.9743963479995728,0.13991937041282654,0.07374024366017423,0.2191982363461905,0.07272899634300814
ADE vs log,cls ego,pre_onset,1510,2.706705331802368,0.33070358633995056,-0.05250656382708162,0.9532331833751497,0.5028698736011157
ADE vs log,cls ego,straight_yaw,46580,1.9982768297195435,0.2767226994037628,0.19380163466883854,0.37097803680826663,0.08858820106971405
ADE vs log,cls ego,dec1-9,95724,1.6586869955062866,0.25335440039634705,0.18733937448510996,0.3272365486589587,0.06994858708692436
ADE vs log,cls ego,dec10,10636,4.8157806396484375,-0.8809961676597595,-1.0773018717381513,-0.6761248508176169,0.2005885104602672
ADE vs log,cls ego,dec1-9 pre_onset,1291,2.3458049297332764,0.38380947709083557,0.15685447134470937,0.7117319990544363,0.27743876385486343
ADE vs log,cls ego,rater,479,2.570493221282959,0.13771885633468628,-0.0326183823248465,0.3275505557579924,0.18008446904141945
ADE vs log,cls ego,rater credible,434,2.3112170696258545,0.18808314204216003,0.0039681409738854916,0.37925978897199514,0.18764582399905483
ADE vs log,cls ego,rater pre_onset,6,2.4019906520843506,0.781817615032196,0.16443580090999604,1.1167009472846985,0.47613257318735125
minADE1,cls ego,all,106360,1.9743963479995728,0.09257785230875015,0.03235189806858402,0.16355831423244463,0.0656032080819303
minADE1,cls ego,pre_onset,1510,2.706705331802368,0.17311991751194,-0.21229538837356343,0.7882132943441381,0.5002543413588507
minADE1,cls ego,straight_yaw,46580,1.9982768297195435,0.2059078812599182,0.12574587796140838,0.29466577415050116,0.08445994809454639
minADE1,cls ego,dec1-9,95724,1.6586869955062866,0.17472554743289948,0.1150081334751974,0.24028181586711295,0.06263684119595778
minADE1,cls ego,dec10,10636,4.8157806396484375,-0.6467514038085938,-0.8128263599619432,-0.4714111998270205,0.17070758006746134
minADE1,cls ego,dec1-9 pre_onset,1291,2.3458049297332764,0.22096318006515503,-0.009068591264961939,0.5533640043977167,0.28121629783133933
minADE1,cls ego,rater,479,2.570493221282959,0.1080719605088234,-0.05982069694332916,0.29264447423296774,0.17623258558814844
minADE1,cls ego,rater credible,434,2.3112170696258545,0.15223054587841034,-0.02401143654683081,0.33713301559438075,0.18057222607060577
minADE1,cls ego,rater pre_onset,6,2.4019906520843506,0.5508062243461609,-0.026661932468414307,0.9177699089050293,0.4722159206867218
minADE3,cls ego,all,106360,1.269165277481079,-0.26015087962150574,-0.2919841070835059,-0.22529976895713605,0.033342169063184934
minADE3,cls ego,pre_onset,1510,1.8198432922363281,-0.3966768682003021,-0.6119548033353466,-0.10841514431921923,0.2517698295080637
minADE3,cls ego,straight_yaw,46580,1.2644168138504028,-0.2714424133300781,-0.31766946207232594,-0.2240546800648747,0.04680739100372562
minADE3,cls ego,dec1-9,95724,1.0145014524459839,-0.13949501514434814,-0.1680636771590089,-0.1076638031249315,0.030199937017038707
minADE3,cls ego,dec10,10636,3.5611395835876465,-1.3460536003112793,-1.4487415218240538,-1.256035134595743,0.0963531936141554
minADE3,cls ego,dec1-9 pre_onset,1291,1.5942904949188232,-0.23142583668231964,-0.3584122567415124,-0.08337791535722434,0.13751717069214403
minADE3,cls ego,rater,479,1.811214804649353,-0.27067965269088745,-0.3873462279033623,-0.15228131571823586,0.11753245609256323
minADE3,cls ego,rater credible,434,1.5803554058074951,-0.19921287894248962,-0.32333067143207184,-0.08032871483983946,0.1215009782961162
minADE3,cls ego,rater pre_onset,6,1.8775161504745483,0.23486368358135223,0.03656009137630463,0.5051956790188948,0.2343177938212951
minADE6,cls ego,all,106360,0.9612346291542053,-0.3850545585155487,-0.41272053309158696,-0.3553467807418289,0.028686876174879028
minADE6,cls ego,pre_onset,1510,1.4942796230316162,-0.5135689973831177,-0.7134715426334342,-0.2743189290003048,0.21957630681656468
minADE6,cls ego,straight_yaw,46580,0.9401999115943909,-0.42433714866638184,-0.4636743178883958,-0.38396949156706806,0.039852413160663874
minADE6,cls ego,dec1-9,95724,0.7427451014518738,-0.24933815002441406,-0.2718562139397102,-0.2260913804573745,0.022882416741167852
minADE6,cls ego,dec10,10636,2.9276397228240967,-1.606501817703247,-1.6964872479673105,-1.5290967022811592,0.08369527284307565
minADE6,cls ego,dec1-9 pre_onset,1291,1.3261910676956177,-0.3085781931877136,-0.42363645304597936,-0.178174265776306,0.12273109363483668
minADE6,cls ego,rater,479,1.42302668094635,-0.48685386776924133,-0.5864306481704264,-0.3916214723727182,0.09740458789885412
minADE6,cls ego,rater credible,434,1.2264121770858765,-0.3905469477176666,-0.48380040890850506,-0.3012394786031256,0.09128046515268973
minADE6,cls ego,rater pre_onset,6,1.728493332862854,0.20960859954357147,-0.007721424102783203,0.525401771068573,0.2665615975856781
RFS,cls ego,all,479,7.342672500465909,0.2868686713403001,0.08240287337211351,0.4777981774413868,0.19769765203463666
RFS,cls ego,pre_onset,6,7.083333333333333,0.0768970659674113,-0.2964152865993713,0.5735217711009765,0.4349685288501739
RFS,cls ego,straight_yaw,162,7.896531644718799,-0.05144993817884142,-0.3589708953817676,0.25405610175574767,0.30651349856875765
RFS,cls ego,dec1-9,389,7.464072414210514,0.1458943291124948,-0.06501398283896699,0.35855537485530037,0.21178467884713367
RFS,cls ego,dec10,90,6.8179550955031205,0.8961911060804807,0.42126190251626006,1.4095522740321287,0.4941451857579343
RFS,cls ego,dec1-9 pre_onset,6,7.083333333333333,0.0768970659674113,-0.2964152865993713,0.5735217711009765,0.4349685288501739
RFS,cls ego,rater,479,7.342672500465909,0.2868686713403001,0.08240287337211351,0.4777981774413868,0.19769765203463666
RFS,cls ego,rater credible,434,7.449170378494669,0.2993616286046374,0.08523884756734229,0.49360669111751737,0.20418392177508754
RFS,cls ego,rater pre_onset,6,7.083333333333333,0.0768970659674113,-0.2964152865993713,0.5735217711009765,0.4349685288501739
RFS,cls ego,rater q1,96,8.184114357906603,-0.5331456273352725,-0.9250013320910112,-0.15286728762761037,0.3860670222317004
RFS,cls ego,rater q2,96,7.583832439701485,-0.28565399551624315,-0.6407860591052891,0.050500958181378335,0.3456435086433337
RFS,cls ego,rater q3,95,7.54181150473304,0.7390681081738472,0.2928088041123563,1.1580078553822344,0.43259952563493903
RFS,cls ego,rater q4,96,6.636019930951231,0.5890513940852984,0.11996620488849724,1.0596992773585763,0.4698665362350395
RFS,cls ego,rater q5,96,6.769658633664965,0.9297338880942201,0.49151439751128806,1.4080308142394016,0.45825820836405673
ADE vs rater_best,cls ego,all,479,3.267581079252422,0.11043503998325738,-0.05875435234127675,0.2829013346294506,0.17082784348536367
ADE vs rater_best,cls ego,pre_onset,6,3.2660462657610574,0.5887940128644308,-0.41257739067077637,1.5834521795312562,0.9980147851010163
ADE vs rater_best,cls ego,straight_yaw,162,3.2701833157075777,0.4511959238184823,0.16399638016512733,0.7890569156695656,0.31253026775221915
ADE vs rater_best,cls ego,dec1-9,389,2.8324834021301535,0.24169391898347356,0.0909938292718221,0.4048629765688492,0.15693457364851354
ADE vs rater_best,cls ego,dec10,90,5.148169928147561,-0.4568950036954549,-1.0496759870508687,0.11937019326982774,0.5845230901603482
ADE vs rater_best,cls ego,dec1-9 pre_onset,6,3.2660462657610574,0.5887940128644308,-0.41257739067077637,1.5834521795312562,0.9980147851010163
ADE vs rater_best,cls ego,rater,479,3.267581079252422,0.11043503998325738,-0.05875435234127675,0.2829013346294506,0.17082784348536367
ADE vs rater_best,cls ego,rater credible,434,3.121360888738992,0.09731472653555705,-0.08275193336029743,0.2919581834645566,0.187355058412427
ADE vs rater_best,cls ego,rater pre_onset,6,3.2660462657610574,0.5887940128644308,-0.41257739067077637,1.5834521795312562,0.9980147851010163
ADE vs log,cls_late vision+ego,all,106360,1.955858588218689,0.12138183414936066,0.047230788685595805,0.20319889051250536,0.07798405091345478
ADE vs log,cls_late vision+ego,pre_onset,1510,2.478253126144409,0.10225116461515427,-0.12359907001044125,0.3831892842813693,0.2533941771459053
ADE vs log,cls_late vision+ego,straight_yaw,46580,2.010263204574585,0.28870919346809387,0.1976274136825598,0.3950250088196249,0.09869879756853255
ADE vs log,cls_late vision+ego,dec1-9,95724,1.650356411933899,0.2450239062309265,0.17328160536723275,0.3233870677177202,0.07505273117524372
ADE vs log,cls_late vision+ego,dec10,10636,4.705379486083984,-0.9913967847824097,-1.1880802418401981,-0.801581576090808,0.19324933287469503
ADE vs log,cls_late vision+ego,dec1-9 pre_onset,1291,2.220289468765259,0.2582939863204956,0.10693150549222602,0.4358707547503498,0.1644696246290619
ADE vs log,cls_late vision+ego,rater,479,2.515395164489746,0.08262049406766891,-0.07709366792765858,0.25050829705187333,0.16380098248976596
ADE vs log,cls_late vision+ego,rater credible,434,2.267263174057007,0.14412912726402283,-0.029652390578409762,0.3225080483211076,0.17608021944975866
ADE vs log,cls_late vision+ego,rater pre_onset,6,2.387188196182251,0.7670152187347412,0.06860326553384463,1.4319871085385483,0.6816919215023518
minADE1,cls_late vision+ego,all,106360,1.955858588218689,0.07404030114412308,0.009776153635127191,0.1493562477607692,0.069790047062821
minADE1,cls_late vision+ego,pre_onset,1510,2.478253126144409,-0.055332448333501816,-0.2866305826509605,0.2242891631279823,0.25545987288947136
minADE1,cls_late vision+ego,straight_yaw,46580,2.010263204574585,0.21789440512657166,0.1302277613362878,0.3170527974507292,0.09341251805722069
minADE1,cls_late vision+ego,dec1-9,95724,1.650356411933899,0.16639499366283417,0.10043684890148105,0.2423682833357973,0.07096571721715812
minADE1,cls_late vision+ego,dec10,10636,4.705379486083984,-0.7571519613265991,-0.9270447728656162,-0.5918679630546725,0.16758840490547183
minADE1,cls_late vision+ego,dec1-9 pre_onset,1291,2.220289468765259,0.09544769674539566,-0.05559736451237936,0.27472630316008445,0.1651618338362319
