source,repeat,level,route,seed,arm,speed_band,valid_ticks,phantom_ticks
formal,0,2,2050,1,C,0.5-3,59,0
formal,0,2,2050,1,C,3-8,138,0
formal,0,2,2050,1,C,>=8,77,0
formal,0,2,2050,1,D,<0.5,41,7
formal,0,2,2050,1,D,0.5-3,66,3
formal,0,2,2050,1,D,3-8,130,0
formal,0,2,2050,1,D,>=8,75,0
formal,0,2,2050,2,A,<0.5,80,30
formal,0,2,2050,2,A,0.5-3,58,1
formal,0,2,2050,2,A,3-8,104,0
formal,0,2,2050,2,A,>=8,86,0
formal,0,2,2050,2,B,<0.5,25,1
formal,0,2,2050,2,B,0.5-3,52,0
formal,0,2,2050,2,B,3-8,105,0
formal,0,2,2050,2,B,>=8,83,0
formal,0,2,2050,2,C,<0.5,47,0
formal,0,2,2050,2,C,0.5-3,43,0
formal,0,2,2050,2,C,3-8,121,0
formal,0,2,2050,2,C,>=8,88,0
formal,0,2,2050,2,D,<0.5,50,6
formal,0,2,2050,2,D,0.5-3,63,0
formal,0,2,2050,2,D,3-8,154,0
formal,0,2,2050,2,D,>=8,75,0
formal,0,2,2084,0,A,<0.5,177,0
formal,0,2,2084,0,A,0.5-3,50,0
formal,0,2,2084,0,A,3-8,196,0
formal,0,2,2084,0,A,>=8,36,0
formal,0,2,2084,0,B,<0.5,203,8
formal,0,2,2084,0,B,0.5-3,135,3
formal,0,2,2084,0,B,3-8,231,0
formal,0,2,2084,0,B,>=8,10,0
formal,0,2,2084,0,C,<0.5,47,19
formal,0,2,2084,0,C,0.5-3,83,8
formal,0,2,2084,0,C,3-8,260,0
formal,0,2,2084,0,C,>=8,0,0
formal,0,2,2084,0,D,<0.5,195,2
formal,0,2,2084,0,D,0.5-3,64,1
formal,0,2,2084,0,D,3-8,245,0
formal,0,2,2084,0,D,>=8,0,0
formal,0,2,2084,1,A,<0.5,165,2
formal,0,2,2084,1,A,0.5-3,60,0
formal,0,2,2084,1,A,3-8,197,0
formal,0,2,2084,1,A,>=8,35,0
formal,0,2,2084,1,B,<0.5,259,13
formal,0,2,2084,1,B,0.5-3,139,2
formal,0,2,2084,1,B,3-8,220,0
formal,0,2,2084,1,B,>=8,17,0
formal,0,2,2084,1,C,<0.5,3787,196
formal,0,2,2084,1,C,0.5-3,76,2
formal,0,2,2084,1,C,3-8,136,0
formal,0,2,2084,1,C,>=8,0,0
formal,0,2,2084,1,D,<0.5,41,7
formal,0,2,2084,1,D,0.5-3,61,10
formal,0,2,2084,1,D,3-8,212,0
formal,0,2,2084,1,D,>=8,0,0
formal,0,2,2084,2,A,<0.5,168,0
formal,0,2,2084,2,A,0.5-3,62,0
formal,0,2,2084,2,A,3-8,195,0
formal,0,2,2084,2,A,>=8,34,0
formal,0,2,2084,2,B,<0.5,220,0
formal,0,2,2084,2,B,0.5-3,96,0
formal,0,2,2084,2,B,3-8,214,0
formal,0,2,2084,2,B,>=8,26,0
formal,0,2,2084,2,C,<0.5,217,17
formal,0,2,2084,2,C,0.5-3,99,0
formal,0,2,2084,2,C,3-8,202,0
formal,0,2,2084,2,C,>=8,0,0
formal,0,2,2084,2,D,<0.5,201,2
formal,0,2,2084,2,D,0.5-3,62,0
formal,0,2,2084,2,D,3-8,252,0
formal,0,2,2084,2,D,>=8,2,0
formal,0,2,25318,0,A,<0.5,34,3
formal,0,2,25318,0,A,0.5-3,35,2
formal,0,2,25318,0,A,3-8,442,0
formal,0,2,25318,0,A,>=8,19,0
formal,0,2,25318,0,B,<0.5,34,0
formal,0,2,25318,0,B,0.5-3,56,0
formal,0,2,25318,0,B,3-8,461,0
formal,0,2,25318,0,B,>=8,2,0
formal,0,2,25318,0,C,<0.5,3818,1712
formal,0,2,25318,0,C,0.5-3,25,0
formal,0,2,25318,0,C,3-8,156,0
formal,0,2,25318,0,C,>=8,0,0
formal,0,2,25318,0,D,<0.5,3819,2383
formal,0,2,25318,0,D,0.5-3,23,0
formal,0,2,25318,0,D,3-8,157,0
formal,0,2,25318,0,D,>=8,0,0
formal,0,2,25318,1,A,<0.5,74,6
formal,0,2,25318,1,A,0.5-3,48,1
formal,0,2,25318,1,A,3-8,436,0
formal,0,2,25318,1,A,>=8,9,0
formal,0,2,25318,1,B,<0.5,33,0
formal,0,2,25318,1,B,0.5-3,41,0
formal,0,2,25318,1,B,3-8,480,0
formal,0,2,25318,1,B,>=8,0,0
formal,0,2,25318,1,C,<0.5,18,0
formal,0,2,25318,1,C,0.5-3,23,0
formal,0,2,25318,1,C,3-8,436,0
formal,0,2,25318,1,C,>=8,0,0
formal,0,2,25318,1,D,<0.5,3817,2437
formal,0,2,25318,1,D,0.5-3,23,0
formal,0,2,25318,1,D,3-8,159,0
formal,0,2,25318,1,D,>=8,0,0
formal,0,2,25318,2,A,<0.5,65,1
formal,0,2,25318,2,A,0.5-3,62,0
formal,0,2,25318,2,A,3-8,429,0
formal,0,2,25318,2,A,>=8,16,0
formal,0,2,25318,2,B,<0.5,58,26
formal,0,2,25318,2,B,0.5-3,42,2
formal,0,2,25318,2,B,3-8,457,0
formal,0,2,25318,2,B,>=8,0,0
formal,0,2,25318,2,C,<0.5,18,0
formal,0,2,25318,2,C,0.5-3,22,0
formal,0,2,25318,2,C,3-8,436,0
formal,0,2,25318,2,C,>=8,0,0
formal,0,2,25318,2,D,<0.5,3823,1402
formal,0,2,25318,2,D,0.5-3,18,0
formal,0,2,25318,2,D,3-8,158,0
formal,0,2,25318,2,D,>=8,0,0
formal,0,2,27529,0,A,<0.5,258,0
formal,0,2,27529,0,A,0.5-3,69,0
formal,0,2,27529,0,A,3-8,210,0
formal,0,2,27529,0,A,>=8,4,0
formal,0,2,27529,0,B,<0.5,858,0
formal,0,2,27529,0,B,0.5-3,160,0
formal,0,2,27529,0,B,3-8,220,0
formal,0,2,27529,0,B,>=8,0,0
formal,0,2,27529,0,C,<0.5,211,0
formal,0,2,27529,0,C,0.5-3,52,0
formal,0,2,27529,0,C,3-8,201,0
formal,0,2,27529,0,C,>=8,0,0
formal,0,2,27529,0,D,<0.5,213,0
formal,0,2,27529,0,D,0.5-3,57,0
formal,0,2,27529,0,D,3-8,199,0
formal,0,2,27529,0,D,>=8,0,0
formal,0,2,27529,1,A,<0.5,185,0
formal,0,2,27529,1,A,0.5-3,49,0
formal,0,2,27529,1,A,3-8,211,0
formal,0,2,27529,1,A,>=8,7,0
formal,0,2,27529,1,B,<0.5,334,0
formal,0,2,27529,1,B,0.5-3,119,0
formal,0,2,27529,1,B,3-8,218,0
formal,0,2,27529,1,B,>=8,0,0
formal,0,2,27529,1,C,<0.5,1421,0
formal,0,2,27529,1,C,0.5-3,62,0
formal,0,2,27529,1,C,3-8,155,0
formal,0,2,27529,1,C,>=8,0,0
formal,0,2,27529,1,D,<0.5,206,0
formal,0,2,27529,1,D,0.5-3,50,0
formal,0,2,27529,1,D,3-8,199,0
formal,0,2,27529,1,D,>=8,0,0
formal,0,2,27529,2,A,<0.5,182,0
formal,0,2,27529,2,A,0.5-3,63,0
formal,0,2,27529,2,A,3-8,225,0
formal,0,2,27529,2,A,>=8,0,0
formal,0,2,27529,2,B,<0.5,855,4
formal,0,2,27529,2,B,0.5-3,170,0
formal,0,2,27529,2,B,3-8,213,0
formal,0,2,27529,2,B,>=8,0,0
formal,0,2,27529,2,C,<0.5,243,5
formal,0,2,27529,2,C,0.5-3,93,5
formal,0,2,27529,2,C,3-8,194,0
formal,0,2,27529,2,C,>=8,0,0
formal,0,2,27529,2,D,<0.5,220,0
formal,0,2,27529,2,D,0.5-3,93,4
formal,0,2,27529,2,D,3-8,195,0
formal,0,2,27529,2,D,>=8,0,0
formal,0,2,28154,0,A,<0.5,115,0
formal,0,2,28154,0,A,0.5-3,35,0
formal,0,2,28154,0,A,3-8,452,0
formal,0,2,28154,0,A,>=8,40,0
formal,0,2,28154,0,B,<0.5,88,0
formal,0,2,28154,0,B,0.5-3,61,0
formal,0,2,28154,0,B,3-8,482,0
formal,0,2,28154,0,B,>=8,17,0
formal,0,2,28154,0,C,<0.5,84,25
formal,0,2,28154,0,C,0.5-3,78,6
formal,0,2,28154,0,C,3-8,398,0
formal,0,2,28154,0,C,>=8,62,0
formal,0,2,28154,0,D,<0.5,94,62
formal,0,2,28154,0,D,0.5-3,80,5
formal,0,2,28154,0,D,3-8,411,0
formal,0,2,28154,0,D,>=8,51,0
formal,0,2,28154,1,A,<0.5,118,0
formal,0,2,28154,1,A,0.5-3,32,0
formal,0,2,28154,1,A,3-8,442,0
formal,0,2,28154,1,A,>=8,50,0
formal,0,2,28154,1,B,<0.5,89,0
formal,0,2,28154,1,B,0.5-3,51,0
formal,0,2,28154,1,B,3-8,480,0
formal,0,2,28154,1,B,>=8,30,0
formal,0,2,28154,1,C,<0.5,105,65
formal,0,2,28154,1,C,0.5-3,114,7
formal,0,2,28154,1,C,3-8,398,0
formal,0,2,28154,1,C,>=8,51,0
formal,0,2,28154,1,D,<0.5,91,56
formal,0,2,28154,1,D,0.5-3,90,4
formal,0,2,28154,1,D,3-8,394,0
formal,0,2,28154,1,D,>=8,62,0
formal,0,2,28154,2,A,<0.5,115,0
formal,0,2,28154,2,A,0.5-3,44,0
formal,0,2,28154,2,A,3-8,409,0
formal,0,2,28154,2,A,>=8,77,0
formal,0,2,28154,2,B,<0.5,87,0
formal,0,2,28154,2,B,0.5-3,52,0
formal,0,2,28154,2,B,3-8,495,0
formal,0,2,28154,2,B,>=8,18,0
formal,0,2,28154,2,C,<0.5,89,55
formal,0,2,28154,2,C,0.5-3,115,10
formal,0,2,28154,2,C,3-8,396,0
formal,0,2,28154,2,C,>=8,51,0
formal,0,2,28154,2,D,<0.5,86,46
formal,0,2,28154,2,D,0.5-3,70,4
formal,0,2,28154,2,D,3-8,420,0
formal,0,2,28154,2,D,>=8,53,0
formal,0,2,3072,0,A,<0.5,12,0
formal,0,2,3072,0,A,0.5-3,9,0
formal,0,2,3072,0,A,3-8,244,0
formal,0,2,3072,0,A,>=8,123,0
formal,0,2,3072,0,B,<0.5,12,0
formal,0,2,3072,0,B,0.5-3,12,0
formal,0,2,3072,0,B,3-8,283,0
formal,0,2,3072,0,B,>=8,97,0
formal,0,2,3072,0,C,<0.5,19,0
formal,0,2,3072,0,C,0.5-3,18,0
formal,0,2,3072,0,C,3-8,307,0
formal,0,2,3072,0,C,>=8,69,0
formal,0,2,3072,0,D,<0.5,20,0
formal,0,2,3072,0,D,0.5-3,18,0
formal,0,2,3072,0,D,3-8,308,0
formal,0,2,3072,0,D,>=8,67,0
formal,0,2,3072,1,A,<0.5,12,0
formal,0,2,3072,1,A,0.5-3,9,0
formal,0,2,3072,1,A,3-8,251,0
formal,0,2,3072,1,A,>=8,118,0
formal,0,2,3072,1,B,<0.5,12,0
formal,0,2,3072,1,B,0.5-3,9,0
formal,0,2,3072,1,B,3-8,291,0
formal,0,2,3072,1,B,>=8,89,0
formal,0,2,3072,1,C,<0.5,19,0
formal,0,2,3072,1,C,0.5-3,18,0
formal,0,2,3072,1,C,3-8,309,0
formal,0,2,3072,1,C,>=8,67,0
formal,0,2,3072,1,D,<0.5,19,0
formal,0,2,3072,1,D,0.5-3,18,0
formal,0,2,3072,1,D,3-8,306,0
formal,0,2,3072,1,D,>=8,69,0
formal,0,2,3072,2,A,<0.5,12,0
formal,0,2,3072,2,A,0.5-3,9,0
formal,0,2,3072,2,A,3-8,241,0
formal,0,2,3072,2,A,>=8,127,0
formal,0,2,3072,2,B,<0.5,12,0
formal,0,2,3072,2,B,0.5-3,9,0
formal,0,2,3072,2,B,3-8,301,0
formal,0,2,3072,2,B,>=8,84,0
formal,0,2,3072,2,C,<0.5,19,0
formal,0,2,3072,2,C,0.5-3,18,0
formal,0,2,3072,2,C,3-8,307,0
formal,0,2,3072,2,C,>=8,68,0
formal,0,2,3072,2,D,<0.5,19,0
formal,0,2,3072,2,D,0.5-3,18,0
formal,0,2,3072,2,D,3-8,306,0
formal,0,2,3072,2,D,>=8,69,0
