arm,metric,group,n,prior_score,arm_score,delta,lo,hi
stAs2 g1 cinque,PDMS,all,12146,73.52350931819456,73.34390860465203,-0.1796007135425215,-0.3219655656614873,-0.0383785359339533
stAs2 g1 cinque,PDMS,ped_cyc_corridor,897,74.24033637843782,73.8446855363049,-0.3956508421329268,-0.7240644138927614,-0.1241616079190689
stAs2 g1 cinque,PDMS,no ped_cyc,11249,73.46634922636076,73.30397644110927,-0.1623727852515095,-0.3126879687270309,-0.0153413282581986
stAs2 g1 cinque,PDMS,straight,4365,77.24221729361146,77.05071390003299,-0.191503393578491,-0.3841014771625409,-0.001378282330026
stAs2 g1 cinque,EPDMS,all,12146,73.851093705465,73.66055878643493,-0.1905349190300537,-0.3440493295755487,-0.0401156307809048
stAs2 g1 cinque,EPDMS,ped_cyc_corridor,897,74.9299642748395,74.63909076018363,-0.2908735146558668,-0.6690904185288482,-0.0008005374842866
stAs2 g1 cinque,EPDMS,no ped_cyc,11249,73.76506411165853,73.58253023452342,-0.1825338771350982,-0.3473767065999263,-0.020611834117738
stAs2 g1 cinque,EPDMS,straight,4365,80.64803982191032,80.48997968595415,-0.1580601359561722,-0.3633334058424841,0.0350415960576175
stAs2 g2 cinque,PDMS,all,12146,73.52350931819456,73.07987094054585,-0.4436383776487134,-0.5934613672588651,-0.2936787284819147
stAs2 g2 cinque,PDMS,ped_cyc_corridor,897,74.24033637843782,73.35687414842135,-0.8834622300164638,-1.4314777198699475,-0.4051829864808244
stAs2 g2 cinque,PDMS,no ped_cyc,11249,73.46634922636076,73.05778258802879,-0.4085666383319854,-0.5629233946939088,-0.252890225996591
stAs2 g2 cinque,PDMS,straight,4365,77.24221729361146,76.57497001737241,-0.6672472762390784,-0.928481507341053,-0.4160076797099316
stAs2 g2 cinque,EPDMS,all,12146,73.851093705465,73.43923151046143,-0.4118621950035668,-0.5772225014855733,-0.2526630495395543
stAs2 g2 cinque,EPDMS,ped_cyc_corridor,897,74.92996427483949,74.05553360457723,-0.8744306702622591,-1.5007911591670964,-0.3361087274487914
stAs2 g2 cinque,EPDMS,no ped_cyc,11249,73.76506411165853,73.39008732178492,-0.3749767898735956,-0.546487308740334,-0.207603023876915
stAs2 g2 cinque,EPDMS,straight,4365,80.64803982191032,80.09793537718208,-0.5501044447282433,-0.830075173588664,-0.280427421998375
stAs2 g3 cinque,PDMS,all,12146,73.52350931819456,73.46519237989688,-0.0583169382976677,-0.0952785440166184,-0.026642926212384
stAs2 g3 cinque,PDMS,ped_cyc_corridor,897,74.24033637843782,74.24213958173229,0.0018032032944706,0.0005337667876244,0.0035347313659396
stAs2 g3 cinque,PDMS,no ped_cyc,11249,73.46634922636076,73.40323828263966,-0.0631109437210963,-0.1015359240039428,-0.029010625014822
stAs2 g3 cinque,PDMS,straight,4365,77.24221729361147,77.12692914681048,-0.1152881468009771,-0.2035182144971984,-0.0397898103852669
stAs2 g3 cinque,EPDMS,all,12146,73.851093705465,73.7867695972797,-0.0643241081852844,-0.1126104993633404,-0.0245904738699719
stAs2 g3 cinque,EPDMS,ped_cyc_corridor,897,74.92996427483949,74.93131255179706,0.0013482769575776,0.0003926562286712,0.0026268223482566
stAs2 g3 cinque,EPDMS,no ped_cyc,11249,73.76506411165853,73.69550325980954,-0.0695608518490009,-0.1194140431231803,-0.0260165170429504
stAs2 g3 cinque,EPDMS,straight,4365,80.64803982191032,80.5300592049587,-0.1179806169516217,-0.223058049663292,-0.0301787445680782
stAs2 none lebowski,PDMS,all,12146,72.4149628176169,70.07105734477,-2.343905472846902,-2.63556102908858,-2.060218469466033
stAs2 none lebowski,PDMS,ped_cyc_corridor,897,74.43533021702756,72.19289537019296,-2.242434846834625,-3.343619176965966,-1.1893744740914318
stAs2 none lebowski,PDMS,no ped_cyc,11249,72.25385786986408,69.9018610865422,-2.3519967833218787,-2.6478930037393966,-2.0622075463250145
stAs2 none lebowski,PDMS,straight,4365,76.44028268882495,71.72126322282784,-4.719019465997108,-5.311752112273553,-4.1345739213119295
stAs2 none lebowski,EPDMS,all,12146,72.87266915773264,70.46388543646867,-2.408783721263968,-2.723534188255831,-2.103188138869513
stAs2 none lebowski,EPDMS,ped_cyc_corridor,897,76.17873702715265,73.43137706532164,-2.747359961830993,-4.005952093554897,-1.5495724449214825
stAs2 none lebowski,EPDMS,no ped_cyc,11249,72.60904191274466,70.22725640356965,-2.381785509175016,-2.7032223385784526,-2.07354383607403
stAs2 none lebowski,EPDMS,straight,4365,79.86521422847083,75.15878213105965,-4.706432097411176,-5.374482525616136,-4.055580583055038
stAs2 g1 lebowski,PDMS,all,12146,72.4149628176169,71.60594846367287,-0.8090143539440131,-0.9958172988138216,-0.6222242145758758
stAs2 g1 lebowski,PDMS,ped_cyc_corridor,897,74.43533021702756,73.65194278642842,-0.7833874305991556,-1.4536664978778808,-0.1514672238642853
stAs2 g1 lebowski,PDMS,no ped_cyc,11249,72.25385786986408,71.44280001425412,-0.8110578556099689,-1.0024132387698437,-0.6174244785396027
stAs2 g1 lebowski,PDMS,straight,4365,76.44028268882495,75.00606219684526,-1.4342204919796966,-1.7770461845009429,-1.0876936689884429
stAs2 g1 lebowski,EPDMS,all,12146,72.87266915773264,71.98395805283332,-0.8887111048993238,-1.1011391118302094,-0.6809245536090566
stAs2 g1 lebowski,EPDMS,ped_cyc_corridor,897,76.17873702715265,75.1499380419175,-1.0287989852351456,-1.7949946889141513,-0.3231101005026119
stAs2 g1 lebowski,EPDMS,no ped_cyc,11249,72.60904191274466,71.73150147445226,-0.8775404382924049,-1.0988315198015648,-0.6638960277686856
stAs2 g1 lebowski,EPDMS,straight,4365,79.86521422847083,78.4008739570458,-1.4643402714250204,-1.8762446020738224,-1.059977285688796
stAs2 g2 lebowski,PDMS,all,12146,72.4149628176169,71.32879384069336,-1.0861689769235208,-1.2789489794677944,-0.8979931998361298
stAs2 g2 lebowski,PDMS,ped_cyc_corridor,897,74.43533021702756,73.29981711241489,-1.1355131046127,-1.932851429778094,-0.3727180003509927
stAs2 g2 lebowski,PDMS,no ped_cyc,11249,72.25385786986408,71.17162361447468,-1.0822342553894115,-1.28511605102729,-0.8885843802481187
stAs2 g2 lebowski,PDMS,straight,4365,76.44028268882495,73.98145274718071,-2.458829941644251,-2.897519493196112,-2.0374943836398214
stAs2 g2 lebowski,EPDMS,all,12146,72.87266915773264,71.76226939585761,-1.1103997618750292,-1.3275383707929695,-0.8975464336174542
stAs2 g2 lebowski,EPDMS,ped_cyc_corridor,897,76.17873702715265,74.97907531072295,-1.1996617164297072,-2.085188844822997,-0.3596570342324797
stAs2 g2 lebowski,EPDMS,no ped_cyc,11249,72.60904191274466,71.5057599367382,-1.103281976006459,-1.3251094305956583,-0.8822140228240418
stAs2 g2 lebowski,EPDMS,straight,4365,79.86521422847083,77.44688444801552,-2.4183297804553154,-2.9244071893329187,-1.931876380409304
stAs2 g3 lebowski,PDMS,all,12146,72.4149628176169,72.17946870701208,-0.2354941106048201,-0.3086982294073098,-0.1687782806190635
stAs2 g3 lebowski,PDMS,ped_cyc_corridor,897,74.43533021702756,73.8820526147297,-0.5532776022978836,-0.9745477812658884,-0.2035552308012873
stAs2 g3 lebowski,PDMS,no ped_cyc,11249,72.25385786986408,72.04370394879155,-0.2101539210725348,-0.2802501909911272,-0.1455033692227629
stAs2 g3 lebowski,PDMS,straight,4365,76.44028268882495,75.89369216802449,-0.5465905208004749,-0.7241136990243033,-0.3843583656229289
stAs2 g3 lebowski,EPDMS,all,12146,72.87266915773264,72.63234027888434,-0.2403288788482979,-0.3309841095106405,-0.1577274834416066
stAs2 g3 lebowski,EPDMS,ped_cyc_corridor,897,76.17873702715265,75.56161451309109,-0.6171225140615643,-1.170714215361356,-0.1793778675843566
stAs2 g3 lebowski,EPDMS,no ped_cyc,11249,72.60904191274466,72.3987587171381,-0.2102831956065608,-0.3006798630288075,-0.1279675597166478
stAs2 g3 lebowski,EPDMS,straight,4365,79.86521422847083,79.31649001221768,-0.5487242162531557,-0.7745849007613113,-0.3407700630270826
