scope,judge,n,delta,lo,hi,model,head,seed,stats,gate
FOD,ADE pre_onset dec1-9,252,0.0006534452550113201,-0.01815590497457696,0.01843275711845944,cinque,student A,1,i3,g2
Intersections,RFS (rater),116,0.01348229891488179,-0.10803989565845294,0.11748332557134746,cinque,student A,1,i3,g2
Intersections,ADE dec1-9,4299,0.021776283159852028,0.008905712749286018,0.035447517009990055,cinque,student A,1,i3,g2
Intersections,ADE pre_onset dec1-9,301,0.004030835814774036,-0.018918582871160623,0.02931646006400603,cinque,student A,1,i3,g2
all,RFS (rater),478,-0.3332865776145799,-0.46895958197138615,-0.20028852418747012,cinque,student B,1,i3,none
all,ADE dec1-9,17389,0.5078304409980774,0.45065221439488073,0.5694302930388631,cinque,student B,1,i3,none
all,ADE pre_onset dec1-9,1245,0.2619216740131378,0.15218982525008973,0.3999028226042263,cinque,student B,1,i3,none
Pedestrians,RFS (rater),52,-0.46142356992094774,-1.010580900262725,0.04514843299604448,cinque,student B,1,i3,none
Pedestrians,ADE dec1-9,1637,0.621319591999054,0.4350719503940667,0.8234439625852491,cinque,student B,1,i3,none
Pedestrians,ADE pre_onset dec1-9,83,0.1293044239282608,-0.15896758337664169,0.5945541054058596,cinque,student B,1,i3,none
Cyclists,RFS (rater),71,-0.628645891021383,-1.0063179913997216,-0.29488923076905976,cinque,student B,1,i3,none
Cyclists,ADE dec1-9,2326,0.49941039085388184,0.3712136595018238,0.6453270258443947,cinque,student B,1,i3,none
Cyclists,ADE pre_onset dec1-9,206,0.18450963497161865,-0.004459136076440231,0.44730047865024886,cinque,student B,1,i3,none
Cut_ins,RFS (rater),20,-0.27002850137311396,-0.7675283602758886,0.2399713109507176,cinque,student B,1,i3,none
Cut_ins,ADE dec1-9,724,0.7479531168937683,0.42971742423141734,1.1580840422028262,cinque,student B,1,i3,none
Cut_ins,ADE pre_onset dec1-9,16,0.5013502836227417,0.23547077178955078,1.007426532832059,cinque,student B,1,i3,none
FOD,RFS (rater),78,-0.3042765664574264,-0.6432682584296694,0.017740576471241973,cinque,student B,1,i3,none
FOD,ADE dec1-9,3175,0.5256873369216919,0.36671310595020634,0.7299517292222283,cinque,student B,1,i3,none
FOD,ADE pre_onset dec1-9,252,0.46860963106155396,0.17083018057348343,0.8869340997194655,cinque,student B,1,i3,none
Intersections,RFS (rater),116,-0.17546150584171205,-0.44778827855807257,0.09215223299827068,cinque,student B,1,i3,none
Intersections,ADE dec1-9,4299,0.45134156942367554,0.35885536008269386,0.5484461906658439,cinque,student B,1,i3,none
Intersections,ADE pre_onset dec1-9,301,0.30106863379478455,0.03756435214906863,0.6863080696060145,cinque,student B,1,i3,none
all,RFS (rater),478,-3.3715502948508047,-3.58132814958328,-3.1586202591870483,cinque,M-C pair,2,i3,none
all,ADE dec1-9,17389,9.948904037475586,9.676588534278144,10.222858431818343,cinque,M-C pair,2,i3,none
all,ADE pre_onset dec1-9,1245,8.618085861206055,7.9614749978461115,9.297316214388259,cinque,M-C pair,2,i3,none
Pedestrians,RFS (rater),52,-3.4617566183333346,-4.1279882795064715,-2.767526767260279,cinque,M-C pair,2,i3,none
Pedestrians,ADE dec1-9,1637,9.996453285217285,9.025437772289763,10.994986495405103,cinque,M-C pair,2,i3,none
Pedestrians,ADE pre_onset dec1-9,83,6.690518856048584,4.195576122438624,9.337866424769164,cinque,M-C pair,2,i3,none
Cyclists,RFS (rater),71,-3.2700265359207714,-3.812345571504559,-2.7152090012668912,cinque,M-C pair,2,i3,none
Cyclists,ADE dec1-9,2326,10.517845153808594,9.85400123248358,11.154656757422895,cinque,M-C pair,2,i3,none
Cyclists,ADE pre_onset dec1-9,206,10.099349975585938,8.37711957222638,11.97290096626449,cinque,M-C pair,2,i3,none
Cut_ins,RFS (rater),20,-3.5096737950543515,-4.446134680514086,-2.5461369623076524,cinque,M-C pair,2,i3,none
Cut_ins,ADE dec1-9,724,10.787313461303711,9.373483913446744,12.062971801328514,cinque,M-C pair,2,i3,none
Cut_ins,ADE pre_onset dec1-9,16,9.079115867614746,3.5899806022644043,12.372597026824952,cinque,M-C pair,2,i3,none
FOD,RFS (rater),78,-3.622082231962709,-4.12873591222779,-3.105479366207542,cinque,M-C pair,2,i3,none
FOD,ADE dec1-9,3175,9.595112800598145,8.94616068536263,10.214764273021332,cinque,M-C pair,2,i3,none
FOD,ADE pre_onset dec1-9,252,8.151177406311035,6.992953385451218,9.40955459243906,cinque,M-C pair,2,i3,none
Intersections,RFS (rater),116,-3.5135448727923753,-3.8998988014556413,-3.1073795616003,cinque,M-C pair,2,i3,none
Intersections,ADE dec1-9,4299,10.01053524017334,9.472943432345083,10.522945628370264,cinque,M-C pair,2,i3,none
Intersections,ADE pre_onset dec1-9,301,7.875030994415283,6.756916117776621,9.031056005895651,cinque,M-C pair,2,i3,none
all,RFS (rater),478,-0.9335198868441389,-1.1229559137792562,-0.7506539141420013,cinque,M-C pair,2,i3,g2
all,ADE dec1-9,17389,1.078918218612671,0.9966875677601682,1.162273350443434,cinque,M-C pair,2,i3,g2
all,ADE pre_onset dec1-9,1245,0.7218319773674011,0.5239155127036695,0.9351864999968429,cinque,M-C pair,2,i3,g2
Pedestrians,RFS (rater),52,-1.1018124719579439,-1.6354012211226836,-0.5997905289796369,cinque,M-C pair,2,i3,g2
Pedestrians,ADE dec1-9,1637,1.2080341577529907,0.9602932133561878,1.4714684026001503,cinque,M-C pair,2,i3,g2
Pedestrians,ADE pre_onset dec1-9,83,0.3978373408317566,-0.1341978112714631,1.0122682198788144,cinque,M-C pair,2,i3,g2
Cyclists,RFS (rater),71,-1.701055581365159,-2.2774404137940323,-1.1281354822151497,cinque,M-C pair,2,i3,g2
Cyclists,ADE dec1-9,2326,1.4569483995437622,1.2013026302324792,1.7347125322343615,cinque,M-C pair,2,i3,g2
Cyclists,ADE pre_onset dec1-9,206,1.2007163763046265,0.48676235698258324,2.038724840348809,cinque,M-C pair,2,i3,g2
Cut_ins,RFS (rater),20,-1.2229026403197039,-2.1110207233714293,-0.42293645679064956,cinque,M-C pair,2,i3,g2
Cut_ins,ADE dec1-9,724,1.5358772277832031,1.0985375715311092,1.9447416289172152,cinque,M-C pair,2,i3,g2
Cut_ins,ADE pre_onset dec1-9,16,1.0353518724441528,-0.49942056221120495,2.608868545293808,cinque,M-C pair,2,i3,g2
FOD,RFS (rater),78,-0.6917430606902225,-1.0910628312174313,-0.3012201724600038,cinque,M-C pair,2,i3,g2
FOD,ADE dec1-9,3175,0.966368556022644,0.7934901323332192,1.1492460296863518,cinque,M-C pair,2,i3,g2
FOD,ADE pre_onset dec1-9,252,0.732142984867096,0.4084141279212399,1.1030457612569782,cinque,M-C pair,2,i3,g2
Intersections,RFS (rater),116,-0.7196838487104688,-1.1090757980506933,-0.3396268595408324,cinque,M-C pair,2,i3,g2
Intersections,ADE dec1-9,4299,0.8886311650276184,0.7397147361532239,1.040634305293763,cinque,M-C pair,2,i3,g2
Intersections,ADE pre_onset dec1-9,301,0.5355857014656067,0.1380491929457354,0.9645057574468956,cinque,M-C pair,2,i3,g2
all,RFS (rater),478,-3.2577444703504983,-3.477102274373386,-3.0318098336904056,cinque,M-C hard,2,i3,none
all,ADE dec1-9,17389,12.310476303100586,12.103445219402552,12.520002425982982,cinque,M-C hard,2,i3,none
all,ADE pre_onset dec1-9,1245,12.153502464294434,11.437392885584531,12.898818593169919,cinque,M-C hard,2,i3,none
Pedestrians,RFS (rater),52,-3.3591338699929576,-3.953047525711331,-2.761625522571344,cinque,M-C hard,2,i3,none
Pedestrians,ADE dec1-9,1637,11.80915355682373,11.146349783536447,12.513033774356376,cinque,M-C hard,2,i3,none
Pedestrians,ADE pre_onset dec1-9,83,12.347716331481934,10.312513903314919,14.941593035404171,cinque,M-C hard,2,i3,none
Cyclists,RFS (rater),71,-3.0321983201134413,-3.6323406334576274,-2.4121194310554555,cinque,M-C hard,2,i3,none
Cyclists,ADE dec1-9,2326,11.26954174041748,10.758649306634114,11.782867415814573,cinque,M-C hard,2,i3,none
Cyclists,ADE pre_onset dec1-9,206,12.139833450317383,10.355725028201306,13.873436323983915,cinque,M-C hard,2,i3,none
Cut_ins,RFS (rater),20,-3.024964955008154,-4.13390804349383,-1.806241912658221,cinque,M-C hard,2,i3,none
Cut_ins,ADE dec1-9,724,12.490543365478516,11.697612018622207,13.25914583775184,cinque,M-C hard,2,i3,none
Cut_ins,ADE pre_onset dec1-9,16,10.76453971862793,7.731086080724543,13.51798509296618,cinque,M-C hard,2,i3,none
FOD,RFS (rater),78,-3.57644711097294,-4.106142464083439,-3.017015201734544,cinque,M-C hard,2,i3,none
FOD,ADE dec1-9,3175,13.012123107910156,12.429937074606281,13.554906301894134,cinque,M-C hard,2,i3,none
FOD,ADE pre_onset dec1-9,252,11.732919692993164,9.836553351643598,13.526827881596668,cinque,M-C hard,2,i3,none
Intersections,RFS (rater),116,-3.340041420630605,-3.766825011848799,-2.902251337993913,cinque,M-C hard,2,i3,none
Intersections,ADE dec1-9,4299,12.484256744384766,12.131092885519806,12.82327546441787,cinque,M-C hard,2,i3,none
Intersections,ADE pre_onset dec1-9,301,12.752730369567871,11.480668249854219,14.104480899183551,cinque,M-C hard,2,i3,none
all,RFS (rater),478,-3.272453929901861,-3.490173840971561,-3.0538108802626933,cinque,M-C uniform,2,i3,none
all,ADE dec1-9,17389,10.420342445373535,10.264852325628475,10.57799465516584,cinque,M-C uniform,2,i3,none
all,ADE pre_onset dec1-9,1245,10.183711051940918,9.652945464656087,10.730087637524129,cinque,M-C uniform,2,i3,none
Pedestrians,RFS (rater),52,-3.378035704920964,-3.9737942062289853,-2.782804109075412,cinque,M-C uniform,2,i3,none
Pedestrians,ADE dec1-9,1637,9.870716094970703,9.361068004251228,10.390741772514058,cinque,M-C uniform,2,i3,none
Pedestrians,ADE pre_onset dec1-9,83,10.123974800109863,8.722243021064335,12.012877268799011,cinque,M-C uniform,2,i3,none
Cyclists,RFS (rater),71,-3.0033948575951577,-3.5879013315042236,-2.4042103301113342,cinque,M-C uniform,2,i3,none
Cyclists,ADE dec1-9,2326,9.573576927185059,9.196136521676838,9.950479017662426,cinque,M-C uniform,2,i3,none
Cyclists,ADE pre_onset dec1-9,206,10.411758422851562,9.22218777348462,11.655833373946198,cinque,M-C uniform,2,i3,none
Cut_ins,RFS (rater),20,-2.657876457111054,-3.9069822695004093,-1.3256109668877047,cinque,M-C uniform,2,i3,none
Cut_ins,ADE dec1-9,724,10.160083770751953,9.75651213144877,10.585024689525747,cinque,M-C uniform,2,i3,none
Cut_ins,ADE pre_onset dec1-9,16,9.473259925842285,7.954141746867787,10.535246086120605,cinque,M-C uniform,2,i3,none
FOD,RFS (rater),78,-3.6756990721794147,-4.208578553934792,-3.1188872862428054,cinque,M-C uniform,2,i3,none
FOD,ADE dec1-9,3175,10.991700172424316,10.580203508990534,11.386925243979594,cinque,M-C uniform,2,i3,none
FOD,ADE pre_onset dec1-9,252,9.78098201751709,8.380696635583352,11.143964939127665,cinque,M-C uniform,2,i3,none
Intersections,RFS (rater),116,-3.329259869049398,-3.750069875846015,-2.8990939730904475,cinque,M-C uniform,2,i3,none
Intersections,ADE dec1-9,4299,10.660265922546387,10.384184738267408,10.930921572771407,cinque,M-C uniform,2,i3,none
Intersections,ADE pre_onset dec1-9,301,10.615171432495117,9.746082625152628,11.50974328672842,cinque,M-C uniform,2,i3,none
all,RFS (rater),478,-0.3988726057720529,-0.5335870352846895,-0.26526091221641157,cinque,student A,2,i3,none
all,ADE dec1-9,17389,0.5220078229904175,0.46089203274709667,0.587774978061558,cinque,student A,2,i3,none
all,ADE pre_onset dec1-9,1245,0.25070762634277344,0.1696624959455251,0.3397717963047478,cinque,student A,2,i3,none
Pedestrians,RFS (rater),52,-0.5470338980131757,-1.0825329310345466,-0.021558342204409442,cinque,student A,2,i3,none
Pedestrians,ADE dec1-9,1637,0.678922712802887,0.47249277229517095,0.9016733620565341,cinque,student A,2,i3,none
Pedestrians,ADE pre_onset dec1-9,83,0.21859042346477509,-0.05971322125294624,0.7068805901765005,cinque,student A,2,i3,none
Cyclists,RFS (rater),71,-0.6612919443543002,-1.0540859497750898,-0.29901174176624906,cinque,student A,2,i3,none
Cyclists,ADE dec1-9,2326,0.542469322681427,0.3907975426231206,0.722413240249879,cinque,student A,2,i3,none
Cyclists,ADE pre_onset dec1-9,206,0.2834511995315552,0.07446356798883853,0.5351522825725085,cinque,student A,2,i3,none
Cut_ins,RFS (rater),20,-0.11694939268397779,-0.6790629807611813,0.5138674629650098,cinque,student A,2,i3,none
Cut_ins,ADE dec1-9,724,0.7527835965156555,0.3772262491317122,1.3107055758751112,cinque,student A,2,i3,none
Cut_ins,ADE pre_onset dec1-9,16,0.24609294533729553,0.11241828694063075,0.36252871581486296,cinque,student A,2,i3,none
FOD,RFS (rater),78,-0.24690506051759079,-0.5469539973635386,0.04399209146860326,cinque,student A,2,i3,none
FOD,ADE dec1-9,3175,0.5234822034835815,0.36534500861066094,0.7319518460747109,cinque,student A,2,i3,none
FOD,ADE pre_onset dec1-9,252,0.37909454107284546,0.1812310570309694,0.6527247066982621,cinque,student A,2,i3,none
Intersections,RFS (rater),116,-0.28587561848055215,-0.5270811708510521,-0.061016164489825025,cinque,student A,2,i3,none
Intersections,ADE dec1-9,4299,0.4440379738807678,0.35323715291280616,0.5412415222833533,cinque,student A,2,i3,none
Intersections,ADE pre_onset dec1-9,301,0.17664383351802826,0.07499759650502749,0.2889330214028852,cinque,student A,2,i3,none
all,RFS (rater),478,-0.036363062709152086,-0.08757218448011762,0.013974585496041674,cinque,student A,2,i3,g2
all,ADE dec1-9,17389,0.04237094521522522,0.03186493421589973,0.05358144827510288,cinque,student A,2,i3,g2
all,ADE pre_onset dec1-9,1245,0.014361958019435406,-0.0012208249036356504,0.030825827587016914,cinque,student A,2,i3,g2
Pedestrians,RFS (rater),52,0.02564919668302368,-0.19133878200482213,0.20522450930608116,cinque,student A,2,i3,g2
Pedestrians,ADE dec1-9,1637,0.09034910798072815,0.04744706984676765,0.14301648897392782,cinque,student A,2,i3,g2
Pedestrians,ADE pre_onset dec1-9,83,-0.002419982338324189,-0.0755983260888902,0.09558108097740582,cinque,student A,2,i3,g2
Cyclists,RFS (rater),71,-0.2057351452062471,-0.3936718632672517,-0.04685817180269934,cinque,student A,2,i3,g2
Cyclists,ADE dec1-9,2326,0.05597573146224022,0.01968375349202421,0.09823522566138308,cinque,student A,2,i3,g2
Cyclists,ADE pre_onset dec1-9,206,0.04035576060414314,-0.015976186457582902,0.10436699385546132,cinque,student A,2,i3,g2
Cut_ins,RFS (rater),20,-0.026758946235521684,-0.2677809573548814,0.17939492630886208,cinque,student A,2,i3,g2
Cut_ins,ADE dec1-9,724,0.03720489516854286,0.0030260837993601863,0.07359878108838737,cinque,student A,2,i3,g2
Cut_ins,ADE pre_onset dec1-9,16,-0.11725550889968872,-0.3836823105812073,0.05537113121577671,cinque,student A,2,i3,g2
FOD,RFS (rater),78,0.046877539541551196,-0.010791937007485273,0.11501469278409925,cinque,student A,2,i3,g2
FOD,ADE dec1-9,3175,0.03446228429675102,0.013624397133649874,0.06734150492663697,cinque,student A,2,i3,g2
FOD,ADE pre_onset dec1-9,252,0.011363322846591473,-0.014856604253390679,0.043650736225430246,cinque,student A,2,i3,g2
Intersections,RFS (rater),116,-0.003932533540519528,-0.10091484733411264,0.10137624861131359,cinque,student A,2,i3,g2
Intersections,ADE dec1-9,4299,0.026586219668388367,0.011181212674681312,0.041970241198274603,cinque,student A,2,i3,g2
Intersections,ADE pre_onset dec1-9,301,0.010240328498184681,-0.020407327964726812,0.03644944965610137,cinque,student A,2,i3,g2
all,RFS (rater),478,-0.35055775055467464,-0.4898153203274087,-0.21159329225531948,cinque,student B,2,i3,none
all,ADE dec1-9,17389,0.46478158235549927,0.4101054321367117,0.5224958739759565,cinque,student B,2,i3,none
all,ADE pre_onset dec1-9,1245,0.24817076325416565,0.1586159983867436,0.3497261173657713,cinque,student B,2,i3,none
Pedestrians,RFS (rater),52,-0.6382685684928464,-1.1885014081690413,-0.09019566369413519,cinque,student B,2,i3,none
Pedestrians,ADE dec1-9,1637,0.6176285743713379,0.4439722256284652,0.8052508955867871,cinque,student B,2,i3,none
Pedestrians,ADE pre_onset dec1-9,83,0.17264844477176666,-0.10230286834382121,0.7031732960186194,cinque,student B,2,i3,none
Cyclists,RFS (rater),71,-0.4335747476399036,-0.8152660811653059,-0.08383088075449179,cinque,student B,2,i3,none
Cyclists,ADE dec1-9,2326,0.44601762294769287,0.33819573093138283,0.5673899952997762,cinque,student B,2,i3,none
Cyclists,ADE pre_onset dec1-9,206,0.24470040202140808,0.04132213865220547,0.4813099673637989,cinque,student B,2,i3,none
Cut_ins,RFS (rater),20,0.009931936291282462,-0.5284552781879203,0.6085498029876365,cinque,student B,2,i3,none
Cut_ins,ADE dec1-9,724,0.6875669956207275,0.36408729899282016,1.1678217638288069,cinque,student B,2,i3,none
Cut_ins,ADE pre_onset dec1-9,16,0.02594125270843506,-0.3698844839544857,0.3823379618780954,cinque,student B,2,i3,none
FOD,RFS (rater),78,-0.3302157375031132,-0.6504581424965731,-0.04730481016743288,cinque,student B,2,i3,none
FOD,ADE dec1-9,3175,0.4718017876148224,0.33040682048249104,0.6570347458901366,cinque,student B,2,i3,none
FOD,ADE pre_onset dec1-9,252,0.4576990604400635,0.22310301807777724,0.7907207995027971,cinque,student B,2,i3,none
Intersections,RFS (rater),116,-0.1948764561301208,-0.4320929643121624,0.029323438393900104,cinque,student B,2,i3,none
Intersections,ADE dec1-9,4299,0.40157029032707214,0.32168423934204354,0.48615162395393485,cinque,student B,2,i3,none
Intersections,ADE pre_onset dec1-9,301,0.21746185421943665,0.04712194803056232,0.44934537675557434,cinque,student B,2,i3,none
all,RFS (rater),478,-2.2502478463848634,-2.467790157045244,-2.035208713881294,cinque,M-C pair,0,wod-train,none
all,ADE dec1-9,17389,2.603233575820923,2.510593207552553,2.698823395714495,cinque,M-C pair,0,wod-train,none
all,ADE pre_onset dec1-9,1245,2.259270191192627,1.90919910971932,2.6406414416258235,cinque,M-C pair,0,wod-train,none
Pedestrians,RFS (rater),52,-2.480987447727306,-3.105084406440536,-1.8653277906215489,cinque,M-C pair,0,wod-train,none
Pedestrians,ADE dec1-9,1637,2.8450815677642822,2.5350047762546204,3.1743835483114307,cinque,M-C pair,0,wod-train,none
Pedestrians,ADE pre_onset dec1-9,83,3.16076922416687,1.6486279152594976,4.818314897598739,cinque,M-C pair,0,wod-train,none
Cyclists,RFS (rater),71,-1.934936954744629,-2.5937795397237386,-1.2719610583547694,cinque,M-C pair,0,wod-train,none
Cyclists,ADE dec1-9,2326,2.425804376602173,2.207778209453536,2.6601054885501845,cinque,M-C pair,0,wod-train,none
Cyclists,ADE pre_onset dec1-9,206,2.0926711559295654,1.4691690141359965,2.6952795146168738,cinque,M-C pair,0,wod-train,none
Cut_ins,RFS (rater),20,-1.8365855510483704,-2.7654621597035383,-0.9685168850094243,cinque,M-C pair,0,wod-train,none
Cut_ins,ADE dec1-9,724,2.0794174671173096,1.8048100953454536,2.3528078170918336,cinque,M-C pair,0,wod-train,none
Cut_ins,ADE pre_onset dec1-9,16,2.876096725463867,2.2992302690233504,3.324770450592041,cinque,M-C pair,0,wod-train,none
FOD,RFS (rater),78,-2.4605911493245585,-3.0424460956743133,-1.8675491779788052,cinque,M-C pair,0,wod-train,none
FOD,ADE dec1-9,3175,2.5302610397338867,2.3255563253302842,2.750881671342918,cinque,M-C pair,0,wod-train,none
FOD,ADE pre_onset dec1-9,252,2.201892375946045,1.3954361033035398,3.1481354304525455,cinque,M-C pair,0,wod-train,none
Intersections,RFS (rater),116,-2.4438513630397876,-2.847557649194384,-2.037806473316585,cinque,M-C pair,0,wod-train,none
Intersections,ADE dec1-9,4299,2.664339065551758,2.4900088657119395,2.8475153779956357,cinque,M-C pair,0,wod-train,none
Intersections,ADE pre_onset dec1-9,301,2.0042662620544434,1.4355598797315963,2.5705726525222197,cinque,M-C pair,0,wod-train,none
all,RFS (rater),478,-2.8896861581241216,-3.1255787520986558,-2.6548087628273613,cinque,M-C hard,0,wod-train,none
all,ADE dec1-9,17389,5.623873233795166,5.472874435531609,5.775216702053953,cinque,M-C hard,0,wod-train,none
all,ADE pre_onset dec1-9,1245,5.458835124969482,4.9158418561804895,6.0438767821786055,cinque,M-C hard,0,wod-train,none
Pedestrians,RFS (rater),52,-3.008088632685218,-3.655731681747639,-2.3646487650086616,cinque,M-C hard,0,wod-train,none
Pedestrians,ADE dec1-9,1637,5.422636032104492,4.919422078805807,5.95282778180438,cinque,M-C hard,0,wod-train,none
Pedestrians,ADE pre_onset dec1-9,83,5.39298677444458,3.8004551876297126,7.556930279183998,cinque,M-C hard,0,wod-train,none
Cyclists,RFS (rater),71,-2.5647566211164325,-3.1681132395506384,-1.9465172226130127,cinque,M-C hard,0,wod-train,none
Cyclists,ADE dec1-9,2326,4.904059410095215,4.543400268672205,5.276227050549215,cinque,M-C hard,0,wod-train,none
Cyclists,ADE pre_onset dec1-9,206,5.545476913452148,4.36992043723867,6.813320652666979,cinque,M-C hard,0,wod-train,none
Cut_ins,RFS (rater),20,-2.7901384681377377,-3.9338093415159,-1.5306967820496815,cinque,M-C hard,0,wod-train,none
Cut_ins,ADE dec1-9,724,5.4792680740356445,4.937287576124177,5.998608828589135,cinque,M-C hard,0,wod-train,none
Cut_ins,ADE pre_onset dec1-9,16,3.392934799194336,1.0013162195682526,5.782403826713562,cinque,M-C hard,0,wod-train,none
FOD,RFS (rater),78,-3.1628891270526642,-3.755444448327859,-2.5425487956869155,cinque,M-C hard,0,wod-train,none
FOD,ADE dec1-9,3175,6.085714817047119,5.685650803810182,6.466653190771263,cinque,M-C hard,0,wod-train,none
FOD,ADE pre_onset dec1-9,252,5.2459187507629395,3.965753044880989,6.6059869395814825,cinque,M-C hard,0,wod-train,none
Intersections,RFS (rater),116,-2.796498802279718,-3.253835549472014,-2.3280496373414805,cinque,M-C hard,0,wod-train,none
Intersections,ADE dec1-9,4299,5.7762579917907715,5.513514822222442,6.0298724538594035,cinque,M-C hard,0,wod-train,none
Intersections,ADE pre_onset dec1-9,301,5.999876499176025,5.0417234058396625,7.070218310292667,cinque,M-C hard,0,wod-train,none
all,RFS (rater),478,-2.5627681990125355,-2.7933099859799855,-2.3317227799726417,cinque,M-C uniform,0,wod-train,none
all,ADE dec1-9,17389,3.728893756866455,3.6225642447515933,3.833596354717662,cinque,M-C uniform,0,wod-train,none
all,ADE pre_onset dec1-9,1245,3.5783233642578125,3.1804298277323544,4.0049696258727145,cinque,M-C uniform,0,wod-train,none
Pedestrians,RFS (rater),52,-2.537564437814152,-3.1252283161714796,-1.9560473903157292,cinque,M-C uniform,0,wod-train,none
Pedestrians,ADE dec1-9,1637,3.5418362617492676,3.1912644227927585,3.9070897511458575,cinque,M-C uniform,0,wod-train,none
Pedestrians,ADE pre_onset dec1-9,83,3.4152119159698486,2.315940244139749,4.9472322702827585,cinque,M-C uniform,0,wod-train,none
Cyclists,RFS (rater),71,-2.1465428507392676,-2.78080670964666,-1.5042892813801756,cinque,M-C uniform,0,wod-train,none
Cyclists,ADE dec1-9,2326,3.163983106613159,2.9028356166421925,3.4380252544123695,cinque,M-C uniform,0,wod-train,none
Cyclists,ADE pre_onset dec1-9,206,3.8610973358154297,2.9788621019581214,4.8859900029394225,cinque,M-C uniform,0,wod-train,none
Cut_ins,RFS (rater),20,-2.6682197967637884,-3.835519169998443,-1.4021457906221568,cinque,M-C uniform,0,wod-train,none
Cut_ins,ADE dec1-9,724,3.4455063343048096,3.1581867642744994,3.729170637130996,cinque,M-C uniform,0,wod-train,none
Cut_ins,ADE pre_onset dec1-9,16,2.347891330718994,0.857010071927851,3.4639642238616943,cinque,M-C uniform,0,wod-train,none
FOD,RFS (rater),78,-2.88412726181935,-3.4613027714738998,-2.2922640730602013,cinque,M-C uniform,0,wod-train,none
FOD,ADE dec1-9,3175,4.0665202140808105,3.791182633057678,4.326130321410793,cinque,M-C uniform,0,wod-train,none
FOD,ADE pre_onset dec1-9,252,3.3922924995422363,2.4744488352112293,4.391303051498817,cinque,M-C uniform,0,wod-train,none
Intersections,RFS (rater),116,-2.592743915160442,-3.0358861420861736,-2.1314721977572084,cinque,M-C uniform,0,wod-train,none
Intersections,ADE dec1-9,4299,3.8900716304779053,3.702856039354233,4.069149871976067,cinque,M-C uniform,0,wod-train,none
Intersections,ADE pre_onset dec1-9,301,3.9512391090393066,3.310684202609702,4.619896373359868,cinque,M-C uniform,0,wod-train,none
all,RFS (rater),478,-0.21260564138950508,-0.32868182358056,-0.09940637219173594,cinque,student A,0,wod-train,none
all,ADE dec1-9,17389,0.35334038734436035,0.3083972957236578,0.40044473053694013,cinque,student A,0,wod-train,none
all,ADE pre_onset dec1-9,1245,0.15185709297657013,0.07697628366096085,0.24374353271245736,cinque,student A,0,wod-train,none
Pedestrians,RFS (rater),52,-0.520074190175758,-1.0213218694023343,-0.045404061049594595,cinque,student A,0,wod-train,none
Pedestrians,ADE dec1-9,1637,0.4665936827659607,0.31804632468694305,0.6289372175910607,cinque,student A,0,wod-train,none
Pedestrians,ADE pre_onset dec1-9,83,0.16393880546092987,-0.05340519708027324,0.5813664538864516,cinque,student A,0,wod-train,none
Cyclists,RFS (rater),71,-0.22842827464125673,-0.5526793288719007,0.043201959167106056,cinque,student A,0,wod-train,none
Cyclists,ADE dec1-9,2326,0.2906857430934906,0.1933821834133407,0.4084536827847057,cinque,student A,0,wod-train,none
Cyclists,ADE pre_onset dec1-9,206,0.1269364356994629,-0.048899213608462645,0.29425505052952244,cinque,student A,0,wod-train,none
Cut_ins,RFS (rater),20,0.08713692023049284,-0.4337183559890061,0.676000528198007,cinque,student A,0,wod-train,none
Cut_ins,ADE dec1-9,724,0.4351402819156647,0.20881260446782043,0.7162624820311009,cinque,student A,0,wod-train,none
Cut_ins,ADE pre_onset dec1-9,16,0.0762336403131485,-0.079690603648915,0.32517280903729523,cinque,student A,0,wod-train,none
FOD,RFS (rater),78,-0.10029516661654861,-0.4027551728739943,0.20049699986275085,cinque,student A,0,wod-train,none
FOD,ADE dec1-9,3175,0.34827256202697754,0.24029723957942356,0.48045288420648974,cinque,student A,0,wod-train,none
FOD,ADE pre_onset dec1-9,252,0.29999542236328125,0.0924800223127045,0.629820959930994,cinque,student A,0,wod-train,none
Intersections,RFS (rater),116,-0.15288646628890193,-0.37598431853738085,0.0490866923123179,cinque,student A,0,wod-train,none
Intersections,ADE dec1-9,4299,0.3503221571445465,0.2734756989000174,0.4341857203876797,cinque,student A,0,wod-train,none
Intersections,ADE pre_onset dec1-9,301,0.06072333827614784,-0.01360403531368418,0.14334988653976477,cinque,student A,0,wod-train,none
all,RFS (rater),478,-0.3331095042460225,-0.4618654855208381,-0.20946676959217278,cinque,student B,0,wod-train,none
all,ADE dec1-9,17389,0.4403035640716553,0.38560706195723243,0.4984551146253343,cinque,student B,0,wod-train,none
all,ADE pre_onset dec1-9,1245,0.23453977704048157,0.14623705541377524,0.33837621164143855,cinque,student B,0,wod-train,none
Pedestrians,RFS (rater),52,-0.5549176657691199,-1.0664773389691635,-0.07544088198106261,cinque,student B,0,wod-train,none
Pedestrians,ADE dec1-9,1637,0.5776938199996948,0.3979575705915325,0.7700440139327168,cinque,student B,0,wod-train,none
Pedestrians,ADE pre_onset dec1-9,83,0.1971185952425003,-0.016340272006313647,0.7309302871609908,cinque,student B,0,wod-train,none
Cyclists,RFS (rater),71,-0.6717652814611739,-1.078580169415342,-0.2959102819743477,cinque,student B,0,wod-train,none
Cyclists,ADE dec1-9,2326,0.48208704590797424,0.3412696584468578,0.6631871323429291,cinque,student B,0,wod-train,none
